step,correlation
49,55.12916564941406
99,54.54977035522461
149,50.549110412597656
199,51.61327362060547
249,42.815574645996094
299,49.05561828613281
349,44.34101486206055
399,37.32539749145508
449,34.62382507324219
499,33.82918930053711
549,32.953792572021484
599,34.87203598022461
649,33.756649017333984
699,26.860431671142578
749,23.612520217895508
799,27.34601593017578
849,20.60573959350586
899,19.974802017211914
949,21.84670639038086
999,15.386839866638184
1049,20.206085205078125
1099,18.934890747070312
1149,15.138008117675781
1199,15.000808715820312
1249,15.023355484008789
1299,12.944174766540527
1349,14.573482513427734
1399,10.122791290283203
1449,11.16427230834961
1499,9.454774856567383
1549,11.257575988769531
1599,9.738861083984375
1649,9.25037956237793
1699,7.296359062194824
1749,6.141779899597168
1799,6.628228187561035
1849,6.855839729309082
1899,7.159984588623047
1949,5.252445220947266
1999,5.447558879852295
2049,6.066877365112305
2099,4.793577194213867
2149,5.262408256530762
2199,3.5759878158569336
49,55.16401672363281
99,54.451438903808594
149,50.707374572753906
199,51.6501350402832
249,42.606895446777344
299,49.38718795776367
349,45.75116729736328
399,35.22120666503906
449,35.40211486816406
499,36.754547119140625
549,27.87848663330078
