step,view_variance
49,1.1788462400436401
99,0.8500301837921143
149,1.0463627576828003
199,0.976097822189331
249,0.9991242289543152
299,0.8606895208358765
349,0.7711905241012573
399,0.8674333691596985
449,0.6748788356781006
499,0.8085703253746033
549,0.8697715997695923
599,0.8556318283081055
649,0.9237261414527893
699,0.8076087832450867
749,0.8451481461524963
799,0.624776303768158
849,0.6420329809188843
899,0.5705131888389587
949,0.6313210129737854
999,0.6236112713813782
1049,0.6234037280082703
1099,0.6113841533660889
1149,0.6188459396362305
1199,0.6644779443740845
1249,0.585837721824646
1299,0.5919803380966187
1349,0.592790961265564
1399,0.5601569414138794
1449,0.5347314476966858
1499,0.6154167056083679
1549,0.6126844882965088
1599,0.5072992444038391
1649,0.574893057346344
1699,0.5635172724723816
1749,0.5431704521179199
1799,0.5599659085273743
1849,0.5162057876586914
1899,0.4182397127151489
1949,0.4986509084701538
1999,0.5236844420433044
2049,0.48224613070487976
2099,0.5013132691383362
2149,0.5323430895805359
2199,0.4844096899032593
2249,0.4430754482746124
2299,0.45031777024269104
2349,0.4627082943916321
2399,0.377981036901474
2449,0.33486223220825195
2499,0.46464481949806213
2549,0.36688706278800964
2599,0.43744349479675293
2649,0.37410542368888855
2699,0.3942045569419861
2749,0.3946124017238617
2799,0.3898802399635315
2849,0.4134260416030884
2899,0.37894657254219055
2949,0.35434895753860474
2999,0.35319656133651733
3049,0.31407225131988525
3099,0.40107396245002747
3149,0.3599694073200226
3199,0.32804977893829346
3249,0.30456578731536865
3299,0.2928828299045563
3349,0.3381052613258362
3399,0.28599822521209717
3449,0.2555205225944519
3499,0.3206040561199188
3549,0.37044984102249146
3599,0.30999013781547546
3649,0.3119524121284485
3699,0.3166384994983673
3749,0.27251553535461426
3799,0.3082519471645355
3849,0.2925429940223694
3899,0.2811351716518402
3949,0.24935561418533325
3999,0.25565510988235474
4049,0.27996188402175903
4099,0.28073281049728394
4149,0.2578340470790863
4199,0.270979642868042
4249,0.23696190118789673
4299,0.259012371301651
4349,0.2531687617301941
4399,0.23551243543624878
4449,0.2545241415500641
4499,0.23646442592144012
4549,0.2177819013595581
4599,0.21152903139591217
4649,0.20961575210094452
4699,0.26697105169296265
4749,0.2273302674293518
4799,0.2212107628583908
4849,0.20995856821537018
4899,0.23185689747333527
4949,0.2651776671409607
4999,0.24053561687469482
5049,0.19432590901851654
5099,0.18232287466526031
5149,0.16742916405200958
5199,0.18647080659866333
5249,0.1868620216846466
5299,0.1868734359741211
5349,0.18176256120204926
5399,0.2270340472459793
5449,0.16300179064273834
5499,0.17781071364879608
5549,0.20362697541713715
5599,0.1580016314983368
5649,0.19858139753341675
5699,0.15549328923225403
5749,0.1780317723751068
5799,0.17310865223407745
5849,0.19224898517131805
5899,0.18415816128253937
5949,0.1895892173051834
5999,0.12364010512828827
6049,0.13343480229377747
6099,0.14114433526992798
6149,0.1248069554567337
6199,0.1757429540157318
6249,0.15027105808258057
6299,0.16057656705379486
6349,0.18003958463668823
6399,0.13102252781391144
6449,0.11708016693592072
6499,0.1487889438867569
6549,0.15033330023288727
6599,0.11708599328994751
6649,0.138284832239151
6699,0.15942761301994324
6749,0.16168507933616638
6799,0.1285659223794937
6849,0.14422456920146942
6899,0.10640797764062881
6949,0.15144532918930054
6999,0.13558520376682281
7049,0.11083409935235977
7099,0.12040066719055176
7149,0.14199109375476837
7199,0.1315075159072876
7249,0.11473974585533142
7299,0.10230403393507004
7349,0.10571897029876709
7399,0.11372395604848862
7449,0.11305750906467438
7499,0.11483386158943176
7549,0.09727629274129868
7599,0.11055181175470352
7649,0.12582312524318695
7699,0.11609145998954773
7749,0.1282801628112793
7799,0.12099602073431015
7849,0.11724305152893066
7899,0.10040170699357986
7949,0.09499485790729523
7999,0.10229530185461044
8049,0.1196456253528595
8099,0.11902498453855515
8149,0.0959784984588623
8199,0.10718990862369537
8249,0.09655153751373291
8299,0.08243455737829208
8349,0.11271048337221146
8399,0.1155477985739708
8449,0.08117183297872543
8499,0.0698801800608635
8549,0.07828755676746368
8599,0.07427741587162018
8649,0.08736147731542587
8699,0.07399705797433853
8749,0.07551533728837967
8799,0.09129378944635391
8849,0.06895623356103897
8899,0.08287707716226578
8949,0.08820492029190063
8999,0.06445212662220001
9049,0.089986152946949
9099,0.08520839363336563
9149,0.06851454079151154
9199,0.08136744052171707
9249,0.0588720440864563
9299,0.0807981863617897
9349,0.063473641872406
9399,0.07976888865232468
9449,0.08995252847671509
9499,0.07730534672737122
9549,0.06984855234622955
9599,0.07073548436164856
9649,0.07429160177707672
9699,0.07493554055690765
9749,0.0635727047920227
9799,0.07980316132307053
9849,0.06835607439279556
9899,0.07490307837724686
9949,0.07228033989667892
9999,0.04849527031183243
10049,0.055327557027339935
10099,0.06557711958885193
10149,0.07326837629079819
10199,0.07699079811573029
10249,0.0633888840675354
10299,0.06056419387459755
10349,0.06657277047634125
10399,0.05075421556830406
10449,0.06953581422567368
10499,0.046890534460544586
10549,0.053375888615846634
10599,0.05453680083155632
10649,0.06339593231678009
10699,0.053372085094451904
10749,0.06249861419200897
10799,0.054214902222156525
10849,0.04815707728266716
10899,0.04657566919922829
10949,0.05346817895770073
10999,0.05364842340350151
11049,0.055706389248371124
11099,0.06394626200199127
11149,0.045585427433252335
11199,0.056355949491262436
11249,0.04805172234773636
11299,0.052160244435071945
11349,0.04513107240200043
11399,0.05226102098822594
11449,0.0493115559220314
11499,0.04250365123152733
11549,0.050353508442640305
11599,0.05889261141419411
11649,0.05501702427864075
11699,0.05352529138326645
11749,0.05255204439163208
11799,0.05310012400150299
11849,0.04892630875110626
11899,0.04395649582147598
11949,0.05301830545067787
11999,0.03958956524729729
12049,0.044370219111442566
12099,0.0393834188580513
12149,0.04531466215848923
12199,0.055957019329071045
12249,0.04206987842917442
12299,0.03853948786854744
12349,0.04075119271874428
12399,0.03161817416548729
12449,0.04672102630138397
12499,0.04239298030734062
12549,0.04569714888930321
12599,0.03793184086680412
12649,0.04785289987921715
12699,0.041206929832696915
12749,0.03327824920415878
12799,0.04247758165001869
12849,0.03382885828614235
12899,0.04314183443784714
12949,0.041359033435583115
12999,0.03875018283724785
13049,0.03240559250116348
13099,0.033940091729164124
13149,0.03020906262099743
13199,0.03788472339510918
13249,0.0416184738278389
13299,0.032092221081256866
13349,0.030003616586327553
13399,0.02867519110441208
13449,0.036723311990499496
13499,0.04406395182013512
13549,0.030363401398062706
13599,0.030183373019099236
13649,0.033621110022068024
13699,0.033463526517152786
13749,0.03530852496623993
13799,0.037180203944444656
13849,0.034352030605077744
13899,0.026664141565561295
13949,0.025115059688687325
13999,0.03610839694738388
14049,0.03601207211613655
14099,0.02492501027882099
14149,0.032399456948041916
14199,0.032281748950481415
14249,0.033057086169719696
14299,0.02537771686911583
14349,0.03270798921585083
14399,0.031748123466968536
14449,0.03195540979504585
14499,0.027442937716841698
14549,0.02647286467254162
14599,0.03242385387420654
14649,0.032324742525815964
14699,0.028695357963442802
14749,0.022900715470314026
14799,0.029973229393363
14849,0.021367628127336502
14899,0.022456593811511993
14949,0.03071688301861286
14999,0.024721112102270126
15049,0.023850632831454277
15099,0.0307841245085001
15149,0.025166591629385948
15199,0.024372044950723648
15249,0.02595212310552597
15299,0.03139759972691536
15349,0.020181097090244293
15399,0.02497074566781521
15449,0.01960187964141369
15499,0.03194830194115639
15549,0.025181179866194725
15599,0.018381845206022263
15649,0.023995952680706978
15699,0.025212716311216354
15749,0.02520585060119629
15799,0.027304433286190033
15849,0.02798471413552761
15899,0.021350322291254997
15949,0.031766459345817566
15999,0.02221652679145336
16049,0.02793884091079235
16099,0.02696727216243744
16149,0.017961878329515457
16199,0.025138773024082184
16249,0.023561224341392517
16299,0.026799147948622704
16349,0.017689745873212814
16399,0.025036370381712914
16449,0.02923777513206005
16499,0.021368660032749176
16549,0.016112418845295906
16599,0.01847766898572445
16649,0.020446067675948143
