step,correlation
49,902.5704956054688
99,1205.1124267578125
149,1098.501708984375
199,1094.462158203125
249,1057.71875
299,1033.0264892578125
349,968.471435546875
399,890.205078125
449,798.4556884765625
499,711.899169921875
549,669.8274536132812
599,614.6246948242188
649,598.5230712890625
699,538.8397216796875
749,511.89453125
799,458.9009094238281
849,448.4559020996094
899,401.4088134765625
949,371.7789306640625
999,353.7818603515625
1049,336.8682861328125
1099,305.66912841796875
1149,281.3091125488281
1199,263.9093017578125
1249,241.02932739257812
1299,226.2900390625
1349,214.79339599609375
1399,198.56466674804688
1449,191.9357452392578
1499,166.41738891601562
1549,158.53680419921875
1599,159.140869140625
1649,141.0572509765625
1699,124.39027404785156
1749,118.7343978881836
1799,107.97331237792969
1849,105.18785095214844
1899,93.42044830322266
1949,87.87403869628906
1999,83.81671142578125
2049,72.50468444824219
2099,73.97607421875
2149,70.38612365722656
2199,64.72805786132812
2249,60.35954284667969
2299,54.91294860839844
2349,49.75864791870117
2399,46.90941619873047
2449,45.770591735839844
