step,correlation
49,1641.694091796875
99,1831.492431640625
149,1742.0595703125
199,1650.4931640625
249,1551.86767578125
299,1463.2451171875
349,1379.62109375
399,1295.185791015625
449,1215.050537109375
499,1143.875244140625
549,1084.857421875
599,1018.24462890625
649,959.05322265625
699,903.7210083007812
749,851.899658203125
799,800.8392333984375
849,754.116455078125
899,710.9337158203125
949,669.782470703125
999,631.3936767578125
1049,594.2115478515625
1099,559.6435546875
1149,526.644287109375
1199,494.4577941894531
1249,467.5720520019531
1299,439.24578857421875
1349,414.6146240234375
1399,391.00830078125
1449,366.77685546875
1499,345.96661376953125
1549,326.1773681640625
1599,307.45489501953125
1649,289.9345397949219
1699,273.1673583984375
1749,257.44244384765625
1799,239.84136962890625
1849,228.8080596923828
1899,214.91885375976562
1949,203.03170776367188
1999,191.63946533203125
2049,178.292724609375
2099,170.3507080078125
2149,160.4131622314453
2199,151.18881225585938
2249,142.71566772460938
2299,134.60324096679688
2349,126.96839141845703
2399,119.74165344238281
2449,112.17599487304688
2499,106.57308959960938
2549,100.08345031738281
2599,94.84194946289062
2649,89.50428009033203
2699,84.3951416015625
2749,79.55218505859375
2799,74.8003158569336
2849,70.98849487304688
2899,66.82003021240234
2949,63.253326416015625
2999,59.642303466796875
3049,56.21217346191406
3099,52.83224868774414
3149,50.09907150268555
3199,47.36094284057617
3249,44.79613494873047
3299,42.26786804199219
3349,39.8975715637207
3399,37.65974044799805
3449,35.586368560791016
3499,33.635135650634766
3549,31.799997329711914
3599,30.070602416992188
3649,28.44116973876953
3699,26.900625228881836
3749,25.446306228637695
3799,24.070720672607422
3849,22.768009185791016
3899,21.537017822265625
3949,20.3941650390625
3999,19.311874389648438
4049,18.286251068115234
4099,17.315845489501953
4149,16.395858764648438
4199,15.491225242614746
4249,14.640469551086426
4299,13.845507621765137
4349,13.112335205078125
4399,12.412919998168945
4449,11.772562980651855
4499,11.134744644165039
4549,10.567262649536133
4599,9.998006820678711
4649,9.456298828125
4699,8.960840225219727
4749,8.476835250854492
4799,8.01840877532959
4849,7.633240222930908
4899,7.258147239685059
4949,6.879096031188965
4999,6.506160259246826
5049,6.144970893859863
5099,5.741254806518555
5149,5.5440449714660645
5199,5.227290630340576
5249,4.990128993988037
5299,4.7296037673950195
5349,4.476718902587891
5399,4.238886833190918
5449,4.020638465881348
5499,3.817784309387207
5549,3.628706455230713
5599,3.447962522506714
5649,3.2776236534118652
5699,3.116429567337036
5749,2.958566665649414
5799,2.809636354446411
5849,2.6690423488616943
5899,2.5456793308258057
5949,2.4242115020751953
5999,2.305974245071411
6049,2.180237293243408
6099,2.0770726203918457
6149,1.97697913646698
6199,1.862936019897461
6249,1.7947312593460083
6299,1.6821436882019043
