step,epoch
9,0
19,0
29,1
39,1
49,2
59,2
69,3
79,3
89,4
99,4
104,4
109,5
119,5
129,6
139,6
149,7
159,7
169,8
179,8
189,9
199,9
209,9
209,9
219,10
229,10
239,11
249,11
259,12
269,12
279,13
289,13
299,14
309,14
314,14
319,15
329,15
339,16
349,16
359,17
369,17
379,18
389,18
399,19
409,19
419,19
419,19
429,20
439,20
449,21
459,21
469,22
479,22
489,23
499,23
509,24
519,24
524,24
529,25
539,25
549,26
559,26
569,27
579,27
589,28
599,28
609,29
619,29
629,29
629,29
639,30
649,30
659,31
669,31
679,32
689,32
699,33
709,33
719,34
729,34
734,34
739,35
749,35
759,36
769,36
779,37
789,37
799,38
809,38
819,39
829,39
839,39
839,39
849,40
859,40
869,41
879,41
889,42
899,42
909,43
919,43
929,44
939,44
944,44
949,45
959,45
969,46
979,46
989,47
999,47
1009,48
1019,48
1029,49
1039,49
1049,49
1049,49
1059,50
1069,50
1079,51
1089,51
1099,52
1109,52
1119,53
1129,53
1139,54
1149,54
1154,54
1159,55
1169,55
1179,56
1189,56
1199,57
1209,57
1219,58
1229,58
1239,59
1249,59
1259,59
1259,59
1269,60
1279,60
1289,61
1299,61
1309,62
1319,62
1329,63
1339,63
1349,64
1359,64
1364,64
1369,65
1379,65
1389,66
1399,66
1409,67
1419,67
1429,68
1439,68
1449,69
1459,69
1469,69
1469,69
1479,70
1489,70
1499,71
1509,71
1519,72
1529,72
1539,73
1549,73
1559,74
1569,74
1574,74
1579,75
1589,75
1599,76
1609,76
1619,77
1629,77
1639,78
1649,78
1659,79
1669,79
1679,79
1679,79
1689,80
1699,80
1709,81
1719,81
1729,82
1739,82
1749,83
1759,83
1769,84
1779,84
1784,84
1789,85
1799,85
1809,86
1819,86
1829,87
1839,87
1849,88
1859,88
1869,89
1879,89
1889,89
1889,89
1899,90
1909,90
1919,91
1929,91
1939,92
1949,92
1959,93
1969,93
1979,94
1989,94
1994,94
1999,95
2009,95
2019,96
2029,96
2039,97
2049,97
2059,98
2069,98
2079,99
2089,99
2099,99
2099,99
