step,epoch
42,0
85,0
128,1
171,1
214,2
257,2
300,3
343,3
386,4
429,4
434,4
472,5
515,5
558,6
601,6
644,7
687,7
730,8
773,8
816,9
859,9
869,9
902,10
945,10
988,11
1031,11
1074,12
1117,12
1160,13
1203,13
1246,14
1289,14
1304,14
1332,15
1375,15
1418,16
1461,16
1504,17
1547,17
1590,18
1633,18
1676,19
1719,19
1739,19
1762,20
1805,20
1848,21
1891,21
1934,22
1977,22
2020,23
2063,23
2106,24
2149,24
2174,24
2192,25
2235,25
2278,26
2321,26
2364,27
2407,27
2450,28
2493,28
2536,29
2579,29
2609,29
2622,30
2665,30
2708,31
2751,31
2794,32
2837,32
2880,33
2923,33
2966,34
3009,34
3044,34
3052,35
3095,35
3138,36
3181,36
3224,37
3267,37
3310,38
3353,38
3396,39
3439,39
3479,39
3482,40
3525,40
3568,41
3611,41
3654,42
3697,42
3740,42
3783,43
3826,43
3869,44
3912,44
3914,44
3955,45
3998,45
4041,46
4084,46
4127,47
4170,47
4213,48
4256,48
4299,49
4342,49
4349,49
4385,50
4428,50
4471,51
4514,51
4557,52
4600,52
4643,53
4686,53
4729,54
4772,54
4784,54
4815,55
4858,55
4901,56
4944,56
4987,57
5030,57
5073,58
5116,58
5159,59
5202,59
5219,59
5245,60
5288,60
5331,61
5374,61
5417,62
5460,62
5503,63
5546,63
5589,64
5632,64
5654,64
5675,65
5718,65
5761,66
5804,66
5847,67
5890,67
5933,68
5976,68
6019,69
6062,69
6089,69
6105,70
6148,70
6191,71
6234,71
6277,72
6320,72
6363,73
6406,73
6449,74
6492,74
6524,74
6535,75
6578,75
6621,76
6664,76
6707,77
6750,77
6793,78
6836,78
6879,79
6922,79
6959,79
6965,80
7008,80
7051,81
7094,81
7137,82
7180,82
7223,83
7266,83
7309,84
7352,84
7394,84
7395,85
7438,85
7481,85
7524,86
7567,86
7610,87
7653,87
7696,88
7739,88
7782,89
7825,89
7829,89
7868,90
7911,90
7954,91
7997,91
8040,92
8083,92
8126,93
8169,93
8212,94
8255,94
8264,94
8298,95
8341,95
8384,96
8427,96
8470,97
8513,97
8556,98
8599,98
8642,99
8685,99
8699,99
