step,kNN_accuracy
974,22.32776641845703
1949,22.607738494873047
2924,24.857513427734375
3899,28.637134552001953
4874,32.916709899902344
5849,37.06629180908203
6824,39.88601303100586
7799,41.11589050292969
8774,41.88581085205078
9749,41.90580749511719
