step,correlation
49,857.05224609375
99,928.1640625
149,966.17236328125
199,917.0220947265625
49,998.6239013671875
99,990.6799926757812
149,916.346435546875
199,903.235595703125
249,850.8994750976562
299,786.6470947265625
349,788.6158447265625
399,710.5873413085938
449,667.4024047851562
499,607.0313720703125
549,566.8378295898438
599,547.836181640625
649,491.8517761230469
699,436.7514953613281
749,396.4617919921875
799,377.3870849609375
849,341.5551452636719
899,327.7618408203125
949,271.9420166015625
999,240.99559020996094
1049,244.52911376953125
1099,219.23878479003906
1149,199.33160400390625
1199,173.36285400390625
1249,207.8905029296875
1299,185.32635498046875
1349,198.45477294921875
1399,180.40200805664062
1449,143.00823974609375
1499,128.6055908203125
1549,133.2681427001953
1599,118.93110656738281
1649,112.50605010986328
1699,136.3415985107422
1749,124.50003051757812
1799,112.15174865722656
1849,100.8191146850586
1899,96.26812744140625
1949,103.2050552368164
1999,114.39286804199219
2049,87.23135375976562
2099,98.23335266113281
2149,94.39366149902344
2199,86.29122924804688
2249,89.47171783447266
2299,70.10055541992188
2349,65.90776062011719
2399,62.885475158691406
2449,78.26997375488281
2499,66.41278839111328
2549,50.928436279296875
2599,55.17888641357422
2649,54.562625885009766
2699,51.36500549316406
2749,46.11626434326172
2799,47.897377014160156
2849,46.84416198730469
2899,42.55894470214844
2949,36.975494384765625
2999,40.5064697265625
3049,36.72499084472656
3099,24.502429962158203
3149,29.886890411376953
3199,25.757102966308594
3249,26.780902862548828
3299,25.086292266845703
3349,23.236724853515625
3399,16.723854064941406
3449,17.697425842285156
3499,16.83659553527832
3549,15.892436981201172
3599,15.419720649719238
3649,12.88428783416748
3699,11.381481170654297
3749,13.73849105834961
3799,10.124884605407715
3849,13.40472412109375
3899,11.140238761901855
3949,10.291343688964844
3999,10.01297378540039
4049,10.106765747070312
4099,10.077754974365234
4149,9.698976516723633
4199,8.017536163330078
4249,8.130722045898438
4299,6.09206485748291
4349,7.674365043640137
4399,6.25010347366333
4449,6.570495128631592
4499,6.089076995849609
4549,5.1332902908325195
4599,4.79718017578125
4649,3.9696426391601562
4699,3.882127046585083
4749,4.520814895629883
4799,4.455036640167236
4849,3.460425615310669
4899,3.24916672706604
4949,3.258453369140625
4999,2.8502960205078125
5049,3.452322006225586
5099,2.503063678741455
5149,2.4776077270507812
5199,2.0000288486480713
5249,2.3657803535461426
5299,2.2678232192993164
5349,2.2436723709106445
5399,1.845325231552124
5449,1.8076939582824707
5499,1.795410394668579
5549,1.4437990188598633
5599,1.5628571510314941
5649,1.1007839441299438
5699,1.0687788724899292
5749,1.0512892007827759
5799,1.1886250972747803
5849,1.1305391788482666
5899,1.083845615386963
5949,0.81446772813797
5999,0.8741412162780762
6049,0.8824061155319214
