step,correlation
49,112.49044799804688
99,108.9801025390625
149,102.34382629394531
199,91.97775268554688
249,85.82408142089844
299,81.2889404296875
349,77.1844482421875
399,71.22911071777344
449,64.459716796875
499,62.08167266845703
549,58.879032135009766
599,53.457435607910156
649,50.229713439941406
699,47.76800537109375
749,43.98749542236328
799,40.99106216430664
849,38.206275939941406
899,35.78816604614258
949,34.059146881103516
999,31.811800003051758
1049,29.586910247802734
1099,27.779258728027344
1149,26.21500015258789
1199,24.643447875976562
1249,23.321924209594727
1299,21.787364959716797
1349,20.22549819946289
1399,18.862442016601562
1449,17.865341186523438
1499,16.439489364624023
1549,15.687305450439453
1599,14.803433418273926
1649,13.605907440185547
1699,12.947006225585938
1749,12.385345458984375
1799,11.29257583618164
1849,10.854308128356934
1899,10.06611156463623
1949,9.50618839263916
1999,9.092880249023438
2049,8.570579528808594
2099,7.995123863220215
2149,7.418431758880615
2199,6.846588134765625
2249,6.603273391723633
2299,6.128703594207764
2349,5.7245192527771
2399,5.404911041259766
2449,5.032902717590332
2499,4.761759281158447
2549,4.505288124084473
2599,4.14815616607666
2649,3.961475372314453
2699,3.7064177989959717
2749,3.4755630493164062
2799,3.295783519744873
2849,3.026669502258301
2899,2.8855504989624023
2949,2.6363277435302734
2999,2.5533502101898193
3049,2.3749146461486816
3099,2.337458610534668
3149,2.102688789367676
3199,1.9973092079162598
3249,1.8694443702697754
3299,1.7864692211151123
3349,1.6749498844146729
3399,1.5562841892242432
3449,1.4546961784362793
3499,1.4017119407653809
3549,1.293116807937622
3599,1.2347787618637085
3649,1.160513162612915
3699,1.0880088806152344
3749,1.0012686252593994
3799,0.9298659563064575
3849,0.8996552228927612
3899,0.8858933448791504
3949,0.7851234674453735
3999,0.7408092021942139
4049,0.7000983357429504
4099,0.6588419675827026
4149,0.6236364841461182
4199,0.5928632616996765
4249,0.5453544855117798
4299,0.5251879692077637
4349,0.47898852825164795
4399,0.44988420605659485
4449,0.4211256504058838
4499,0.40438562631607056
4549,0.3712305426597595
4599,0.35276639461517334
4649,0.33224090933799744
4699,0.31791791319847107
4749,0.3004932999610901
4799,0.27968043088912964
4849,0.26658040285110474
4899,0.2510557174682617
4949,0.2292567491531372
4999,0.21720664203166962
5049,0.20220725238323212
5099,0.19308900833129883
5149,0.18655037879943848
5199,0.1767672598361969
5249,0.1594504565000534
5299,0.15133538842201233
5349,0.1432814598083496
5399,0.1348625272512436
5449,0.1299409419298172
5499,0.11696824431419373
5549,0.11275303363800049
5599,0.10290864109992981
5649,0.09783314913511276
5699,0.09562526643276215
5749,0.08756051957607269
5799,0.08296824991703033
5849,0.07653653621673584
5899,0.07236497849225998
5949,0.06942208111286163
5999,0.06254144012928009
6049,0.06173000857234001
6099,0.058008451014757156
6149,0.055754780769348145
6199,0.050209786742925644
6249,0.0476975291967392
6299,0.04467220604419708
6349,0.04305791109800339
6399,0.03997845575213432
6449,0.0375126451253891
6499,0.03573816269636154
6549,0.03307528793811798
6599,0.03143264353275299
6649,0.029512973502278328
6699,0.028071744367480278
6749,0.02639077976346016
6799,0.024395756423473358
6849,0.023073121905326843
6899,0.02144099771976471
6949,0.020694969221949577
6999,0.01977228745818138
7049,0.01808232069015503
7099,0.017544861882925034
7149,0.01593942940235138
7199,0.01504688709974289
7249,0.014294983819127083
7299,0.013887498527765274
7349,0.012612670660018921
7399,0.011697852984070778
7449,0.011645883321762085
7499,0.0104081304743886
7549,0.00979292020201683
7599,0.009345903992652893
7649,0.00870472937822342
7699,0.0083316620439291
7749,0.007876724936068058
7799,0.007379329763352871
7849,0.006879966706037521
7899,0.006459017284214497
7949,0.005973584949970245
7999,0.0057554179802536964
8049,0.005432958714663982
8099,0.005016646347939968
8149,0.004857657477259636
8199,0.0043700323440134525
8249,0.004254115745425224
8299,0.00394216924905777
8349,0.0036810822784900665
8399,0.003524904837831855
