step,std_feature
49,0.9743239879608154
99,0.9521398544311523
149,0.9304264187812805
199,0.9088757038116455
249,0.8868979215621948
299,0.8652991652488708
349,0.8454209566116333
399,0.8253606557846069
449,0.8083495497703552
499,0.7916343212127686
549,0.7751118540763855
599,0.7581688165664673
649,0.7427743077278137
699,0.7285653352737427
749,0.7153947353363037
799,0.7045497894287109
849,0.692531406879425
899,0.6804710626602173
949,0.6718412041664124
999,0.659788191318512
1049,0.6512786149978638
1099,0.6421854496002197
1149,0.6334648132324219
1199,0.628149688243866
1249,0.6211515665054321
1299,0.6144166588783264
1349,0.6090432405471802
1399,0.6042444705963135
1449,0.5978713035583496
1499,0.5943769216537476
1549,0.5884934067726135
1599,0.5858426094055176
1649,0.5816489458084106
1699,0.5773417353630066
1749,0.574804425239563
1799,0.5721814036369324
1849,0.5695095062255859
1899,0.5679050087928772
1949,0.5658735036849976
1999,0.5640857219696045
2049,0.5623664855957031
2099,0.5602457523345947
2149,0.5581940412521362
2199,0.5564025044441223
2249,0.5542529821395874
2299,0.5517337918281555
2349,0.5505836009979248
2399,0.5498374700546265
2449,0.5483532547950745
2499,0.5473024845123291
2549,0.5451781749725342
2599,0.5433269739151001
2649,0.5415880680084229
2699,0.5410819053649902
2749,0.5377627015113831
2799,0.5370333790779114
2849,0.5354890823364258
2899,0.5327893495559692
2949,0.5321422815322876
2999,0.5311053395271301
3049,0.5294674634933472
3099,0.5290586352348328
3149,0.5284332633018494
3199,0.5271670818328857
3249,0.5253133773803711
3299,0.5238952040672302
3349,0.5219166874885559
3399,0.520993709564209
3449,0.5188038945198059
3499,0.5184767246246338
3549,0.5176503658294678
3599,0.5162619352340698
3649,0.5145540833473206
3699,0.511976420879364
3749,0.5117334127426147
3799,0.5104124546051025
3849,0.5092398524284363
3899,0.5071636438369751
3949,0.5058885812759399
3999,0.503804624080658
4049,0.502318263053894
4099,0.4998939633369446
4149,0.49915260076522827
4199,0.4965997636318207
4249,0.4949190318584442
4299,0.49457746744155884
4349,0.49308669567108154
4399,0.49159470200538635
4449,0.49025997519493103
4499,0.4895702004432678
4549,0.48757654428482056
4599,0.48507410287857056
4649,0.48402291536331177
4699,0.4822898507118225
4749,0.4816003441810608
4799,0.47858336567878723
4849,0.4769212603569031
4899,0.47581881284713745
4949,0.47439828515052795
4999,0.472173273563385
5049,0.46992188692092896
5099,0.46893414855003357
5149,0.4677017331123352
5199,0.4668092131614685
5249,0.46489349007606506
5299,0.46337267756462097
5349,0.46188288927078247
5399,0.4600718319416046
5449,0.4588373303413391
5499,0.45741671323776245
5549,0.45625102519989014
5599,0.45354706048965454
5649,0.45209628343582153
5699,0.4505661129951477
5749,0.44893622398376465
5799,0.44778695702552795
5849,0.4461146593093872
5899,0.4447740912437439
5949,0.44373708963394165
5999,0.4422997832298279
6049,0.4395601749420166
6099,0.43803471326828003
6149,0.4368070662021637
6199,0.43519237637519836
6249,0.4339020550251007
6299,0.43189412355422974
6349,0.4307200312614441
6399,0.428642213344574
6449,0.42749521136283875
6499,0.42600682377815247
6549,0.42457830905914307
6599,0.4229393005371094
6649,0.42200425267219543
6699,0.4203045964241028
6749,0.41839075088500977
6799,0.41732966899871826
6849,0.4159702658653259
6899,0.41459375619888306
6949,0.41330650448799133
6999,0.4116899371147156
7049,0.4108601212501526
7099,0.40904754400253296
7149,0.40743568539619446
7199,0.4064628481864929
7249,0.4059070944786072
7299,0.4043785333633423
7349,0.4035037159919739
7399,0.4023175537586212
7449,0.4013177752494812
7499,0.400208055973053
7549,0.39869892597198486
7599,0.3982312083244324
7649,0.3969685733318329
7699,0.3952907919883728
7749,0.39524045586586
7799,0.39381375908851624
7849,0.39333754777908325
7899,0.3925521969795227
7949,0.39149174094200134
7999,0.3908572196960449
8049,0.38980793952941895
8099,0.38953351974487305
8149,0.3884068429470062
8199,0.38762229681015015
8249,0.3872326910495758
8299,0.38673135638237
8349,0.3861492872238159
8399,0.3856850266456604
8449,0.38496536016464233
8499,0.3847426772117615
8549,0.38431239128112793
8599,0.38360151648521423
8649,0.38286441564559937
8699,0.38289421796798706
8749,0.3822667598724365
8799,0.3821922540664673
8849,0.3815993070602417
8899,0.3810969293117523
8949,0.3811267614364624
8999,0.3813111484050751
9049,0.38099586963653564
9099,0.3805968165397644
9149,0.3805316686630249
9199,0.38068920373916626
9249,0.38059529662132263
9299,0.3803483545780182
9349,0.38044750690460205
9399,0.38028398156166077
9449,0.38023942708969116
9499,0.3802594244480133
9549,0.38043707609176636
9599,0.3800942301750183
9649,0.3798130750656128
9699,0.3799680173397064
9749,0.3800237774848938
