step,Cor_feature_ij_00
49,0.7894825339317322
99,0.843434751033783
149,0.8477133512496948
199,0.7838292717933655
249,0.4993527829647064
299,0.7761285901069641
349,0.5974368453025818
399,0.7617942094802856
449,0.5869122743606567
499,0.5741376280784607
549,0.5842108130455017
599,0.6176550984382629
649,0.5733543038368225
699,0.5962884426116943
749,0.5866489410400391
799,0.5937938094139099
849,0.5967354774475098
899,0.5769936442375183
949,0.6388717293739319
999,0.6239719986915588
1049,0.5901839733123779
1099,0.5828489065170288
1149,0.5683562755584717
1199,0.6664738655090332
1249,0.6738214492797852
1299,0.6867555379867554
1349,0.6059171557426453
1399,0.6115251779556274
1449,0.5872692465782166
1499,0.5865959525108337
1549,0.5103043913841248
1599,0.6547194719314575
1649,0.8167023062705994
1699,0.6955385804176331
1749,0.8765491843223572
1799,0.647513210773468
1849,0.6519614458084106
1899,0.6839986443519592
1949,0.6327313780784607
1999,0.6333661079406738
2049,0.621971845626831
2099,0.6047382354736328
2149,0.5753843784332275
2199,0.5843604803085327
2249,0.7847474217414856
2299,0.8494917154312134
2349,0.8626779913902283
2399,0.7496572732925415
2449,0.6580587029457092
2499,0.6460244059562683
2549,0.6568031907081604
2599,0.6800940632820129
2649,0.6506339311599731
2699,0.6556567549705505
2749,0.6508601307868958
2799,0.6533282995223999
2849,0.6385623216629028
2899,0.6405434012413025
2949,0.6348696351051331
2999,0.6281130313873291
3049,0.6270949244499207
3099,0.634211540222168
3149,0.6174969673156738
3199,0.6202566027641296
3249,0.6304904818534851
3299,0.6202220320701599
3349,0.6140102744102478
3399,0.6156041622161865
3449,0.6118830442428589
3499,0.6075851917266846
3549,0.5860010385513306
3599,0.6071550250053406
3649,0.6368178129196167
3699,0.6334512233734131
3749,0.6342899203300476
3799,0.6339808702468872
3849,0.6091057062149048
3899,0.5951369404792786
3949,0.6152597665786743
3999,0.5597485899925232
4049,0.6029824614524841
4099,0.6000953316688538
4149,0.6412630081176758
4199,0.6443490982055664
4249,0.646033763885498
4299,0.63770991563797
4349,0.6323517560958862
4399,0.6299753785133362
4449,0.6312195062637329
4499,0.6325890421867371
4549,0.6279702186584473
4599,0.6255835294723511
4649,0.6243939399719238
4699,0.6290860176086426
4749,0.6144430637359619
4799,0.5938007235527039
4849,0.5791622996330261
4899,0.5568258166313171
4949,0.5545188784599304
4999,0.6186575293540955
5049,0.5953541398048401
5099,0.5651476383209229
5149,0.5221825838088989
5199,0.5020438432693481
5249,0.4985291063785553
5299,0.5028602480888367
5349,0.4931355118751526
5399,0.49365466833114624
5449,0.5065520405769348
5499,0.49710437655448914
5549,0.4888225793838501
5599,0.49054551124572754
5649,0.4983344078063965
5699,0.49993765354156494
5749,0.4929133653640747
5799,0.4984215199947357
5849,0.49029189348220825
5899,0.49876511096954346
5949,0.4918733835220337
5999,0.4909087121486664
6049,0.48789313435554504
6099,0.4907551407814026
6149,0.4904620945453644
6199,0.49177590012550354
6249,0.48480498790740967
6299,0.4900488257408142
6349,0.4894936680793762
6399,0.4905605614185333
6449,0.4963528513908386
6499,0.5011756420135498
6549,0.4887349009513855
6599,0.4868199825286865
6649,0.4876690208911896
6699,0.4853244423866272
6749,0.49277007579803467
6799,0.4801274836063385
6849,0.48781636357307434
6899,0.47995689511299133
6949,0.48848211765289307
6999,0.4838036298751831
7049,0.4815545678138733
7099,0.48210954666137695
7149,0.4811606705188751
7199,0.47956106066703796
7249,0.48543092608451843
7299,0.48147109150886536
7349,0.48324331641197205
7399,0.47930416464805603
7449,0.4776690900325775
7499,0.48004019260406494
7549,0.48174333572387695
7599,0.48072853684425354
7649,0.4801028370857239
7699,0.4768175184726715
7749,0.48008525371551514
7799,0.4844467341899872
7849,0.48717740178108215
7899,0.4783601760864258
7949,0.4833733141422272
7999,0.48224642872810364
8049,0.4837985038757324
8099,0.48189711570739746
8149,0.47535139322280884
8199,0.4866863191127777
8249,0.48246249556541443
8299,0.48791182041168213
8349,0.4819927215576172
8399,0.4875877797603607
8449,0.4786340594291687
8499,0.4843188226222992
8549,0.48309895396232605
8599,0.4856056272983551
8649,0.4875119626522064
8699,0.4838925004005432
8749,0.4831521511077881
8799,0.4838361442089081
8849,0.4881150722503662
8899,0.48077985644340515
8949,0.49081259965896606
8999,0.48509636521339417
9049,0.4948168098926544
9099,0.4931005835533142
9149,0.49327605962753296
9199,0.4970415532588959
9249,0.4881778955459595
9299,0.4970189034938812
9349,0.49155622720718384
9399,0.49199315905570984
9449,0.4898621737957001
9499,0.4874441921710968
9549,0.48516181111335754
9599,0.4896329343318939
9649,0.4912025034427643
9699,0.48985791206359863
9749,0.48468050360679626
