step,kNN_accuracy
1949,33.20668029785156
3899,39.96600341796875
5849,47.32526779174805
7799,50.54494857788086
9749,52.124786376953125
11699,53.30467224121094
13649,55.074493408203125
15599,55.1144905090332
17549,55.384464263916016
19499,55.754425048828125
