step,representation_std
49,1.0039341449737549
99,1.0039342641830444
149,1.0039345026016235
199,1.0039358139038086
249,1.0039374828338623
299,1.0039408206939697
349,1.0039451122283936
399,1.0039491653442383
449,1.0039522647857666
499,1.0039548873901367
549,1.0039563179016113
599,1.00395929813385
649,1.0039606094360352
699,1.003961443901062
749,1.0039604902267456
799,1.0039621591567993
849,1.0039620399475098
899,1.003962755203247
949,1.003962755203247
999,1.0039637088775635
1049,1.003963828086853
1099,1.0039639472961426
1149,1.0039639472961426
1199,1.0039646625518799
1249,1.0039656162261963
1299,1.0039653778076172
1349,1.0039656162261963
1399,1.0039658546447754
1449,1.0039664506912231
1499,1.0039665699005127
1549,1.003967046737671
1599,1.003967046737671
1649,1.0039674043655396
1699,1.0039671659469604
1749,1.0039676427841187
1799,1.0039677619934082
1849,1.00396728515625
1899,1.0039678812026978
1949,1.0039677619934082
1999,1.0039680004119873
2049,1.0039684772491455
2099,1.0039680004119873
2149,1.0039684772491455
2199,1.0039687156677246
2249,1.0039689540863037
2299,1.0039687156677246
2349,1.0039687156677246
2399,1.003968358039856
2449,1.003968358039856
2499,1.003968358039856
2549,1.0039677619934082
2599,1.003968358039856
2649,1.0039682388305664
2699,1.0039682388305664
2749,1.0039684772491455
2799,1.0039682388305664
2849,1.003968596458435
2899,1.0039687156677246
2949,1.0039687156677246
2999,1.0039687156677246
3049,1.003968596458435
3099,1.0039687156677246
3149,1.0039682388305664
3199,1.0039687156677246
3249,1.0039682388305664
3299,1.0039680004119873
3349,1.0039687156677246
3399,1.003968596458435
3449,1.0039687156677246
3499,1.0039689540863037
3549,1.003968596458435
3599,1.0039688348770142
3649,1.0039688348770142
3699,1.0039688348770142
3749,1.0039695501327515
3799,1.0039690732955933
3849,1.0039693117141724
3899,1.003969669342041
3949,1.0039697885513306
3999,1.0039690732955933
4049,1.0039693117141724
4099,1.003969669342041
4149,1.003969669342041
4199,1.0039699077606201
4249,1.003969430923462
4299,1.0039689540863037
4349,1.003969669342041
4399,1.003969430923462
4449,1.0039690732955933
4499,1.003969430923462
4549,1.003969430923462
4599,1.0039693117141724
4649,1.003969430923462
4699,1.0039693117141724
4749,1.003969669342041
4799,1.003969430923462
4849,1.0039693117141724
4899,1.0039693117141724
4949,1.003969669342041
4999,1.003969669342041
5049,1.003969669342041
5099,1.0039693117141724
5149,1.0039693117141724
