step,representation_std
49,0.9919350743293762
99,0.9771509170532227
149,0.9625639319419861
199,0.9481928944587708
249,0.9340331554412842
299,0.9200868606567383
349,0.906360387802124
399,0.8928239941596985
449,0.8795119524002075
499,0.8663941025733948
549,0.853470504283905
599,0.8407415151596069
649,0.8282068371772766
699,0.8158537149429321
749,0.8036855459213257
799,0.791711151599884
849,0.7799365520477295
899,0.7683382034301758
949,0.7569121718406677
999,0.745658278465271
1049,0.7345651984214783
1099,0.7236422300338745
1149,0.7128866314888
1199,0.7023133039474487
1249,0.6919131278991699
1299,0.681675910949707
1349,0.6715930700302124
1399,0.661657452583313
1449,0.6518678665161133
1499,0.6422184705734253
1549,0.6327149868011475
1599,0.6234046816825867
1649,0.6142396926879883
1699,0.6052165031433105
1749,0.59632408618927
1799,0.5875590443611145
1849,0.5789204835891724
1899,0.57041335105896
1949,0.562029242515564
1999,0.5538396835327148
2049,0.5457762479782104
2099,0.5378282070159912
2149,0.5299919843673706
2199,0.5222682952880859
2249,0.5146654844284058
2299,0.5071703791618347
2349,0.4997810423374176
2399,0.4925920367240906
2449,0.4854958653450012
2499,0.47848600149154663
2549,0.4716070592403412
2599,0.46480947732925415
2649,0.4581072926521301
2699,0.45149698853492737
2749,0.4450133442878723
2799,0.4386906623840332
2849,0.43245792388916016
2899,0.42630279064178467
2949,0.4201958477497101
2999,0.4142671227455139
3049,0.408362478017807
3099,0.40253421664237976
3149,0.39688941836357117
3199,0.3912898898124695
3249,0.3858511447906494
3299,0.38045233488082886
3349,0.37512126564979553
3399,0.36985352635383606
3449,0.3646846115589142
3499,0.35956496000289917
3549,0.3546005189418793
3599,0.34971439838409424
3649,0.3448973298072815
3699,0.3401428461074829
3749,0.3354424238204956
3799,0.33083051443099976
3849,0.3262668251991272
3899,0.32174980640411377
3949,0.3174232244491577
3999,0.3131040334701538
4049,0.3088330030441284
4099,0.3046106696128845
4149,0.300639271736145
4199,0.29656916856765747
4249,0.29255521297454834
4299,0.2885953485965729
4349,0.2847746014595032
4399,0.2809559106826782
4449,0.2772678732872009
4499,0.27350956201553345
4549,0.2700234651565552
4599,0.26644831895828247
4649,0.262908935546875
4699,0.25948232412338257
4749,0.25612157583236694
4799,0.2527831792831421
4849,0.24956126511096954
4899,0.24630367755889893
4949,0.24312329292297363
4999,0.23998555541038513
5049,0.23671263456344604
5099,0.23391014337539673
5149,0.2309645563364029
5199,0.2279890477657318
5249,0.22506500780582428
5299,0.2222861647605896
5349,0.21949511766433716
5399,0.21668323874473572
5449,0.21401827037334442
5499,0.2114105224609375
5549,0.20883166790008545
5599,0.20629540085792542
5649,0.20378153026103973
5699,0.2012462019920349
5749,0.19880762696266174
5799,0.19634780287742615
5849,0.19394436478614807
5899,0.19163912534713745
5949,0.18936142325401306
5999,0.18708130717277527
6049,0.18487578630447388
6099,0.1826319396495819
6149,0.1804966777563095
6199,0.17837655544281006
6249,0.17617061734199524
6299,0.174115389585495
6349,0.17216791212558746
6399,0.17020659148693085
6449,0.16826985776424408
6499,0.16622178256511688
6549,0.1643291711807251
6599,0.1624341607093811
6649,0.1607658863067627
6699,0.1589888036251068
6749,0.1571674346923828
6799,0.1553899645805359
6849,0.15351566672325134
6899,0.15183036029338837
6949,0.1500922292470932
6999,0.14872586727142334
7049,0.14703711867332458
7099,0.14543437957763672
7149,0.14383433759212494
7199,0.14218340814113617
7249,0.1408751904964447
7299,0.13934694230556488
7349,0.13787539303302765
7399,0.13640671968460083
7449,0.13498692214488983
7499,0.1335604339838028
7549,0.1321658194065094
7599,0.13084322214126587
7649,0.1294359266757965
7699,0.1282201111316681
7749,0.12681463360786438
7799,0.12549927830696106
7849,0.1242840513586998
7899,0.12315978109836578
7949,0.12187673896551132
7999,0.12067317962646484
8049,0.11947277933359146
8099,0.11834299564361572
8149,0.11714799702167511
8199,0.11602848768234253
8249,0.11491012573242188
8299,0.1138538345694542
8349,0.11278323829174042
8399,0.11169371008872986
8449,0.11073814332485199
8499,0.10968070477247238
8549,0.10863015055656433
8599,0.10761059820652008
8649,0.10668797045946121
8699,0.10573505610227585
8749,0.10480499267578125
8799,0.10383138060569763
8849,0.1029181033372879
8899,0.10196693986654282
8949,0.10106353461742401
8999,0.10019175708293915
9049,0.09932979941368103
9099,0.09850418567657471
9149,0.09769821166992188
9199,0.09684164822101593
9249,0.096017025411129
9299,0.09521475434303284
9349,0.09437305480241776
9399,0.09363947808742523
9449,0.09292140603065491
9499,0.09214815497398376
9549,0.09141317009925842
9599,0.09065315127372742
9649,0.0899316668510437
9699,0.08916130661964417
9749,0.0884648859500885
9799,0.08783438056707382
9849,0.0871255025267601
9899,0.08653758466243744
9949,0.08582734316587448
9999,0.08514443039894104
10049,0.08443112671375275
10099,0.0839255303144455
10149,0.08328200876712799
10199,0.08266988396644592
10249,0.08209533244371414
10299,0.08152126520872116
10349,0.08093270659446716
10399,0.0803695023059845
10449,0.07978378981351852
10499,0.07916910946369171
10549,0.07865236699581146
10599,0.07808879762887955
10649,0.07760238647460938
10699,0.07703333348035812
10749,0.07647304981946945
10799,0.07599721103906631
10849,0.07566067576408386
10899,0.07519163191318512
10949,0.07470132410526276
10999,0.07417210191488266
11049,0.0737004429101944
11099,0.07314390689134598
11149,0.07268872857093811
11199,0.07225189357995987
11249,0.07188133150339127
11299,0.07146397233009338
11349,0.07103380560874939
11399,0.07064290344715118
11449,0.07021406292915344
11499,0.0698384940624237
11549,0.06942996382713318
11599,0.06901627779006958
11649,0.06862376630306244
11699,0.06825798749923706
11749,0.0679483637213707
11799,0.06753982603549957
11849,0.06719841808080673
11899,0.06682668626308441
11949,0.06651034951210022
11999,0.06614215672016144
12049,0.06575516611337662
12099,0.06542617082595825
12149,0.06514584273099899
12199,0.06479168683290482
12249,0.06449493765830994
12299,0.0641525387763977
12349,0.06389690935611725
12399,0.06350888311862946
12449,0.06320592761039734
12499,0.06294965744018555
12549,0.06264758110046387
12599,0.06239590793848038
12649,0.06212016940116882
12699,0.06179961562156677
12749,0.0615239143371582
12799,0.061252545565366745
12849,0.06098604202270508
12899,0.06068696826696396
12949,0.060459159314632416
12999,0.060154519975185394
13049,0.060023922473192215
13099,0.05979158729314804
13149,0.05948929488658905
13199,0.05925918370485306
13249,0.059037454426288605
13299,0.05886280536651611
13349,0.05862417444586754
13399,0.05841204524040222
13449,0.05823509395122528
13499,0.058012474328279495
13549,0.05776875466108322
13599,0.05756089463829994
13649,0.05733729153871536
13699,0.0571313351392746
13749,0.05691606551408768
13799,0.05668807029724121
13849,0.05651500076055527
13899,0.05646301060914993
13949,0.056269630789756775
13999,0.05610267445445061
14049,0.055867426097393036
14099,0.05575307458639145
14149,0.0555657222867012
14199,0.055413298308849335
14249,0.05526711791753769
14299,0.0550713986158371
14349,0.05492551624774933
14399,0.05480579286813736
14449,0.054666705429553986
14499,0.05452575162053108
14549,0.05433918908238411
14599,0.05426643788814545
14649,0.05412645637989044
14699,0.05403104051947594
14749,0.05386195331811905
14799,0.05371379852294922
14849,0.05354933440685272
14899,0.053459882736206055
14949,0.05329019948840141
14999,0.05319474637508392
15049,0.05307307094335556
15099,0.05301086977124214
15149,0.05288923531770706
15199,0.05275574326515198
15249,0.05267835035920143
15299,0.052560947835445404
15349,0.05249699205160141
15399,0.05235327035188675
15449,0.052291713654994965
15499,0.052150558680295944
15549,0.052082207053899765
15599,0.05197656899690628
15649,0.05194414407014847
15699,0.05179678648710251
15749,0.0517510250210762
15799,0.05168122053146362
15849,0.05158732086420059
15899,0.05154513940215111
15949,0.051421839743852615
15999,0.051345713436603546
16049,0.05129445344209671
16099,0.05127141624689102
16149,0.05111466348171234
16199,0.051087550818920135
16249,0.05104796215891838
16299,0.05095406249165535
16349,0.05093832686543465
16399,0.05084794759750366
16449,0.05078057199716568
16499,0.05073527991771698
16549,0.05066148191690445
16599,0.05062713474035263
16649,0.05057899281382561
16699,0.050493039190769196
16749,0.050472430884838104
16799,0.050402089953422546
16849,0.0503668375313282
16899,0.05036725103855133
16949,0.050312407314777374
16999,0.05023500323295593
17049,0.05021224170923233
17099,0.050165753811597824
17149,0.050167396664619446
17199,0.05012572184205055
17249,0.050072863698005676
17299,0.05006812512874603
17349,0.050035394728183746
17399,0.04996499419212341
17449,0.04995478317141533
17499,0.04991094022989273
17549,0.049899615347385406
17599,0.04988238960504532
17649,0.049877189099788666
17699,0.04986124113202095
17749,0.04986089468002319
17799,0.049790989607572556
17849,0.049841031432151794
17899,0.04972792789340019
17949,0.049679405987262726
17999,0.04970324784517288
18049,0.049691203981637955
18099,0.049729980528354645
18149,0.04968252778053284
18199,0.04969215393066406
18249,0.049644868820905685
18299,0.04962784796953201
18349,0.04961195960640907
18399,0.04963885620236397
18449,0.0496128648519516
18499,0.04961210489273071
18549,0.0496164932847023
18599,0.049605660140514374
18649,0.0495472326874733
18699,0.04959147050976753
18749,0.04961121827363968
18799,0.04963420331478119
18849,0.049565091729164124
18899,0.04957463592290878
18949,0.04959384724497795
18999,0.049560967832803726
19049,0.04958902299404144
19099,0.0495738610625267
19149,0.04953911900520325
19199,0.04954194277524948
19249,0.049565281718969345
19299,0.04956793040037155
19349,0.049564212560653687
19399,0.04955706000328064
19449,0.049582451581954956
19499,0.04954872280359268
