step,correlation
49,836.6083984375
99,1218.6220703125
149,1139.064697265625
199,1135.461669921875
249,1115.297607421875
299,1013.3869018554688
349,1264.898681640625
399,988.9993286132812
449,1121.78369140625
499,1023.6315307617188
549,895.0689697265625
599,817.1011962890625
649,823.024658203125
699,737.8230590820312
749,678.375
799,653.633056640625
849,596.9207763671875
899,541.1862182617188
949,501.5784912109375
999,476.14923095703125
1049,423.3974914550781
1099,386.5697021484375
1149,395.0150146484375
1199,349.51763916015625
1249,306.28741455078125
1299,288.9691162109375
1349,282.54541015625
1399,272.1927795410156
1449,263.88232421875
1499,238.7705078125
1549,225.20364379882812
1599,217.93727111816406
1649,196.283203125
1699,185.87631225585938
1749,182.56997680664062
1799,168.45327758789062
1849,154.91732788085938
1899,156.07400512695312
1949,136.0582275390625
1999,130.25509643554688
2049,126.38284301757812
2099,120.3359375
2149,106.86143493652344
2199,103.03396606445312
2249,102.38816833496094
2299,98.96488952636719
2349,79.46857452392578
2399,78.30142211914062
2449,75.98902130126953
2499,63.64341735839844
2549,68.8533935546875
2599,62.472511291503906
2649,55.13594055175781
2699,51.7110481262207
2749,45.59938049316406
2799,47.30059814453125
2849,45.23393630981445
2899,44.64109802246094
2949,49.739646911621094
2999,51.7314453125
3049,47.66401672363281
3099,38.450477600097656
3149,44.62354278564453
3199,38.50444793701172
3249,40.00519561767578
3299,36.789222717285156
3349,32.70985412597656
3399,31.240182876586914
3449,29.02533721923828
3499,26.244333267211914
3549,24.820703506469727
3599,23.722240447998047
3649,21.979846954345703
3699,18.958065032958984
3749,16.676868438720703
3799,15.724189758300781
3849,14.263633728027344
3899,12.599130630493164
3949,13.418571472167969
3999,13.426419258117676
4049,13.07758903503418
4099,11.585447311401367
4149,12.162369728088379
4199,12.089142799377441
4249,11.493753433227539
4299,9.537986755371094
4349,9.797952651977539
4399,8.881062507629395
4449,7.125903129577637
4499,8.214033126831055
4549,8.345170021057129
4599,8.827756881713867
4649,7.352438926696777
4699,6.583147048950195
4749,5.946076393127441
4799,5.89286994934082
4849,5.778129577636719
4899,4.638890266418457
4949,4.403566360473633
4999,4.4478230476379395
5049,3.0630266666412354
5099,3.40407657623291
5149,3.8424439430236816
5199,4.111770153045654
5249,3.7700414657592773
5299,3.7641682624816895
5349,3.817782163619995
5399,3.6080968379974365
5449,3.1929931640625
5499,3.116154670715332
5549,2.930001735687256
5599,2.6996607780456543
5649,2.942944049835205
5699,2.6802544593811035
5749,2.0551462173461914
5799,1.9286352396011353
5849,1.8594138622283936
5899,1.7435672283172607
5949,1.5707545280456543
5999,1.391284704208374
6049,1.4943312406539917
6099,1.3794893026351929
6149,1.2565538883209229
6199,1.2929133176803589
6249,1.0547091960906982
6299,0.9968260526657104
6349,0.8463358283042908
6399,0.9848744869232178
6449,0.9913218021392822
6499,0.8211305141448975
6549,0.834847629070282
6599,1.0645785331726074
6649,0.9621995687484741
6699,0.8923678398132324
6749,0.7892641425132751
6799,0.8221167325973511
6849,0.6682696342468262
6899,0.6712263822555542
6949,0.8069730997085571
6999,0.7616157531738281
