step,correlation
49,117.52674102783203
99,337.84320068359375
149,710.35986328125
199,863.2625732421875
249,1113.07861328125
299,878.06689453125
349,1048.046142578125
399,964.1991577148438
449,1234.1826171875
499,1164.9598388671875
549,956.4962158203125
599,1147.9434814453125
649,1205.70458984375
699,1292.8984375
749,949.864990234375
799,1114.7630615234375
849,949.5730590820312
899,1183.692138671875
949,1004.195556640625
999,1097.2781982421875
1049,956.704833984375
1099,1224.42822265625
1149,1178.897705078125
1199,1247.2188720703125
1249,1059.150390625
1299,1159.635009765625
1349,1181.273681640625
1399,1072.77197265625
1449,1115.7626953125
1499,1018.5339965820312
1549,1115.337890625
1599,919.94921875
1649,865.1784057617188
1699,884.5150146484375
1749,916.6393432617188
1799,818.9176025390625
1849,894.9353637695312
1899,907.978515625
1949,844.8114013671875
1999,804.5745849609375
2049,818.2479858398438
2099,815.3630981445312
2149,774.5853881835938
2199,774.44140625
2249,774.6212158203125
2299,815.1556396484375
2349,743.199462890625
2399,696.513916015625
2449,731.8663940429688
2499,714.4447021484375
2549,710.3956298828125
2599,709.29052734375
2649,677.026611328125
2699,629.469482421875
2749,643.64794921875
2799,656.005859375
2849,608.58251953125
2899,632.5362548828125
2949,615.2979125976562
2999,592.0350341796875
3049,592.1697998046875
3099,591.0447387695312
3149,588.7047119140625
3199,542.1539916992188
3249,541.0369873046875
3299,544.0313720703125
3349,570.105224609375
3399,544.2711181640625
3449,538.6705322265625
3499,488.6112365722656
3549,516.0396728515625
3599,481.6745910644531
3649,523.1677856445312
3699,463.84112548828125
3749,453.08673095703125
3799,450.18133544921875
3849,438.92578125
3899,459.48980712890625
3949,445.64666748046875
3999,453.4079895019531
4049,384.9893493652344
4099,398.61724853515625
4149,433.5498046875
4199,415.8109130859375
4249,370.23626708984375
4299,378.1972351074219
4349,373.8929443359375
4399,365.9296875
4449,354.5577697753906
4499,353.65869140625
4549,376.16607666015625
4599,368.3377685546875
4649,369.4329528808594
4699,366.16778564453125
4749,364.6921081542969
4799,336.2708740234375
4849,294.8492736816406
4899,306.55194091796875
4949,309.5641174316406
4999,318.2682189941406
5049,278.1260986328125
5099,305.87213134765625
5149,316.65875244140625
5199,308.8531799316406
5249,295.71453857421875
5299,293.2354736328125
5349,276.9866943359375
5399,315.4728088378906
5449,290.3166809082031
5499,279.8103942871094
5549,256.2704772949219
5599,270.79632568359375
5649,260.42755126953125
5699,271.11065673828125
5749,278.29486083984375
5799,245.4363555908203
5849,236.75836181640625
5899,228.9408416748047
5949,232.62493896484375
5999,221.71533203125
6049,240.57559204101562
6099,235.3419952392578
6149,203.94503784179688
6199,216.12997436523438
6249,212.56292724609375
6299,189.27171325683594
6349,219.18692016601562
6399,196.09097290039062
6449,190.05410766601562
6499,199.58628845214844
6549,198.77734375
6599,200.4171142578125
6649,190.8904571533203
6699,184.49266052246094
6749,177.217041015625
6799,178.77577209472656
6849,179.75897216796875
6899,166.40158081054688
6949,173.23214721679688
6999,165.30462646484375
7049,163.54953002929688
7099,156.45556640625
7149,155.6741943359375
7199,169.60980224609375
7249,168.02139282226562
7299,159.1134033203125
7349,137.4588623046875
7399,146.4817657470703
7449,136.92758178710938
7499,138.24673461914062
7549,140.15005493164062
7599,134.39373779296875
7649,139.2622528076172
7699,126.14924621582031
7749,137.0748291015625
7799,131.4111785888672
7849,130.68836975097656
7899,126.65127563476562
7949,132.28346252441406
7999,117.70091247558594
8049,120.65483093261719
8099,122.19702911376953
8149,110.53043365478516
8199,115.62185668945312
8249,106.67485809326172
8299,101.41685485839844
8349,102.99176025390625
8399,103.39459991455078
8449,109.63368225097656
8499,99.4134521484375
8549,99.7834243774414
8599,103.6507568359375
8649,104.96528625488281
8699,106.76675415039062
8749,95.09092712402344
8799,89.89672088623047
8849,92.58145141601562
8899,100.76902770996094
8949,87.56068420410156
8999,88.87732696533203
9049,89.0813980102539
9099,89.82474517822266
9149,91.4778823852539
9199,82.18640899658203
9249,78.6265869140625
9299,75.18080139160156
9349,80.68106842041016
9399,81.90165710449219
9449,80.89613342285156
9499,72.27086639404297
9549,81.85041809082031
9599,79.18582916259766
9649,74.80742645263672
9699,78.28837585449219
9749,78.67236328125
9799,78.7151107788086
9849,72.61258697509766
9899,68.55010223388672
9949,63.78973388671875
9999,66.01296997070312
10049,62.843685150146484
10099,68.43656921386719
10149,68.73013305664062
10199,62.42364501953125
10249,64.05513000488281
10299,63.44151306152344
10349,58.431095123291016
10399,60.767799377441406
10449,60.284385681152344
10499,62.296226501464844
10549,57.511085510253906
10599,56.22747802734375
10649,49.71592330932617
10699,54.757328033447266
10749,54.71046829223633
10799,50.659149169921875
10849,49.11045837402344
10899,48.71396255493164
10949,48.499229431152344
10999,46.83121871948242
11049,52.93243408203125
11099,47.29417419433594
11149,48.13481140136719
