step,representation_std
49,0.9919655323028564
99,0.9771716594696045
149,0.9625833034515381
199,0.948212742805481
249,0.9340567588806152
299,0.9201122522354126
349,0.9063760042190552
399,0.8928544521331787
449,0.8795775175094604
499,0.8664982318878174
549,0.8536133766174316
599,0.8409202098846436
649,0.8284158706665039
699,0.8160974979400635
749,0.8039623498916626
799,0.7920611500740051
849,0.7804219722747803
899,0.7689539194107056
949,0.7576544880867004
999,0.7465211749076843
1049,0.7355515360832214
1099,0.7247430682182312
1149,0.7140936255455017
1199,0.7037194967269897
1249,0.6935820579528809
1299,0.6835904717445374
1349,0.6737430691719055
1399,0.6640375256538391
1449,0.6544718742370605
1499,0.6450440883636475
1549,0.6357521414756775
1599,0.6267910599708557
1649,0.6180112957954407
1699,0.609354555606842
1749,0.6008191704750061
1799,0.5924033522605896
1849,0.5841055512428284
1899,0.5759240388870239
1949,0.5678571462631226
1999,0.5601815581321716
2049,0.5526155829429626
2099,0.5451518297195435
2149,0.5377888679504395
2199,0.5305255055427551
2249,0.5233603715896606
2299,0.5162920355796814
2349,0.5093744397163391
2399,0.5027982592582703
2449,0.49630701541900635
2499,0.48989975452423096
2549,0.4835752248764038
2599,0.4773324131965637
2649,0.4711703360080719
2699,0.4650878608226776
2749,0.4592040777206421
2799,0.4535888433456421
2849,0.4480423927307129
2899,0.4425637722015381
2949,0.43715226650238037
2999,0.4318069815635681
3049,0.42652714252471924
3099,0.4213119149208069
3149,0.41634511947631836
3199,0.4115692675113678
3249,0.4068482518196106
3299,0.4021814465522766
3349,0.3975682854652405
3399,0.3930080831050873
3449,0.38850027322769165
3499,0.38404417037963867
3549,0.3798845410346985
3599,0.37583863735198975
3649,0.3718358278274536
3699,0.36787575483322144
3749,0.3639579117298126
3799,0.36008185148239136
3849,0.3562471270561218
3899,0.352453351020813
3949,0.3490001857280731
3999,0.3455871045589447
4049,0.34220749139785767
4099,0.3388609290122986
4149,0.33554720878601074
4199,0.3322659134864807
4249,0.3290168046951294
4299,0.3258530795574188
4349,0.3229619860649109
4399,0.3200966417789459
4449,0.31725674867630005
4499,0.31444209814071655
4549,0.3116524815559387
4599,0.30888766050338745
4649,0.30614739656448364
4699,0.3035394549369812
4749,0.301128625869751
4799,0.29873695969581604
4849,0.29636433720588684
4899,0.29401063919067383
4949,0.2916756272315979
4999,0.2893592417240143
5049,0.28706124424934387
5099,0.28493738174438477
5149,0.28294143080711365
5199,0.28095948696136475
5249,0.2789914309978485
5299,0.27703720331192017
5349,0.27509674429893494
5399,0.2731698751449585
5449,0.27125653624534607
5499,0.26955321431159973
5549,0.2679157853126526
5599,0.2662883400917053
5649,0.26467081904411316
5699,0.26306313276290894
5749,0.26146525144577026
5799,0.25987711548805237
5849,0.2582986354827881
5899,0.256959468126297
5949,0.2556320130825043
5999,0.2543114125728607
6049,0.25299766659736633
6099,0.2516907751560211
6149,0.25039058923721313
6199,0.24909716844558716
6249,0.2478494942188263
6299,0.24678528308868408
6349,0.24572566151618958
6399,0.24467059969902039
6449,0.2436200976371765
6499,0.24257409572601318
6549,0.24153262376785278
6599,0.24049562215805054
6649,0.23953816294670105
6699,0.23870664834976196
6749,0.23787803947925568
6799,0.2370523065328598
6849,0.23622943460941315
6899,0.2354094386100769
6949,0.2345922887325287
6999,0.2337779998779297
7049,0.23306947946548462
7099,0.232437402009964
7149,0.23180705308914185
7199,0.2311784327030182
7249,0.23055151104927063
7299,0.22992625832557678
7349,0.2293027639389038
7399,0.22868096828460693
7449,0.228182852268219
7499,0.22772017121315002
7549,0.22725853323936462
7599,0.22679778933525085
7649,0.22633793950080872
7699,0.22587904334068298
7749,0.22542113065719604
7799,0.22496414184570312
7849,0.2246401011943817
7899,0.22431910037994385
7949,0.2239985466003418
7999,0.2236785590648651
8049,0.2233588695526123
8099,0.22303980588912964
8149,0.222721129655838
8199,0.2224229872226715
8249,0.2222171425819397
8299,0.22201165556907654
8349,0.22180616855621338
8399,0.22160068154335022
8449,0.22139565646648407
8499,0.2211909145116806
8549,0.22098617255687714
8599,0.22081522643566132
8649,0.22069939970970154
8699,0.22058358788490295
8749,0.22046776115894318
8799,0.2203519493341446
8849,0.22023612260818481
8899,0.22012031078338623
8949,0.22000449895858765
8999,0.21992594003677368
9049,0.21987438201904297
9099,0.21982283890247345
9149,0.21977126598358154
9199,0.21971972286701202
9249,0.21966814994812012
9299,0.2196166068315506
9349,0.2195650339126587
9399,0.21954379975795746
9449,0.2195310890674591
9499,0.21951837837696075
9549,0.2195056825876236
9599,0.21949298679828644
9649,0.21948027610778809
9699,0.21946758031845093
9749,0.21945486962795258
