step,epoch
49,0
99,0
149,0
199,0
249,0
299,0
349,0
399,0
449,0
499,0
549,0
599,0
649,0
699,0
749,0
799,1
849,1
899,1
949,1
999,1
1049,1
1099,1
1149,1
1199,1
1249,1
1299,1
1349,1
1399,1
1449,1
1499,1
1549,1
1599,2
1649,2
1699,2
1749,2
1799,2
1849,2
1899,2
1949,2
1999,2
2049,2
2099,2
2149,2
2199,2
2249,2
2299,2
2349,3
2399,3
2449,3
2499,3
2549,3
2599,3
2649,3
2699,3
2749,3
2799,3
2849,3
2899,3
2949,3
2999,3
3049,3
3099,3
3149,4
3199,4
3249,4
3299,4
3349,4
3399,4
3449,4
3499,4
3549,4
3599,4
3649,4
3699,4
3749,4
3799,4
3849,4
3899,4
3904,4
3949,5
3999,5
4049,5
4099,5
4149,5
4199,5
4249,5
4299,5
4349,5
4399,5
4449,5
4499,5
4549,5
4599,5
4649,5
4699,6
4749,6
4799,6
4849,6
4899,6
4949,6
4999,6
5049,6
5099,6
5149,6
5199,6
5249,6
5299,6
5349,6
5399,6
5449,6
5499,7
5549,7
5599,7
5649,7
5699,7
5749,7
5799,7
5849,7
5899,7
5949,7
5999,7
6049,7
6099,7
6149,7
6199,7
6249,8
6299,8
6349,8
6399,8
6449,8
6499,8
6549,8
6599,8
6649,8
6699,8
6749,8
6799,8
6849,8
6899,8
6949,8
6999,8
7049,9
7099,9
7149,9
7199,9
7249,9
7299,9
7349,9
7399,9
7449,9
7499,9
7549,9
7599,9
7649,9
7699,9
7749,9
7799,9
7809,9
7849,10
7899,10
7949,10
7999,10
8049,10
8099,10
8149,10
8199,10
8249,10
8299,10
8349,10
8399,10
8449,10
8499,10
8549,10
8599,11
8649,11
8699,11
8749,11
8799,11
8849,11
8899,11
8949,11
8999,11
9049,11
9099,11
9149,11
9199,11
9249,11
9299,11
9349,11
9399,12
9449,12
9499,12
9549,12
9599,12
9649,12
9699,12
9749,12
9799,12
9849,12
9899,12
9949,12
9999,12
10049,12
10099,12
10149,12
10199,13
10249,13
10299,13
10349,13
10399,13
10449,13
10499,13
10549,13
10599,13
10649,13
10699,13
10749,13
10799,13
10849,13
10899,13
10949,14
10999,14
11049,14
11099,14
11149,14
11199,14
11249,14
11299,14
11349,14
11399,14
11449,14
11499,14
11549,14
11599,14
11649,14
11699,14
11714,14
11749,15
11799,15
11849,15
11899,15
11949,15
11999,15
12049,15
12099,15
12149,15
12199,15
12249,15
12299,15
12349,15
12399,15
12449,15
12499,16
12549,16
12599,16
12649,16
12699,16
12749,16
12799,16
12849,16
12899,16
12949,16
12999,16
13049,16
13099,16
13149,16
13199,16
13249,16
13299,17
13349,17
13399,17
13449,17
13499,17
13549,17
13599,17
13649,17
13699,17
13749,17
13799,17
13849,17
13899,17
13949,17
13999,17
14049,17
14099,18
14149,18
14199,18
14249,18
14299,18
14349,18
14399,18
14449,18
14499,18
14549,18
14599,18
14649,18
14699,18
14749,18
14799,18
14849,19
14899,19
14949,19
14999,19
15049,19
15099,19
15149,19
15199,19
15249,19
15299,19
15349,19
15399,19
15449,19
15499,19
15549,19
15599,19
15619,19
15649,20
15699,20
15749,20
15799,20
15849,20
15899,20
15949,20
15999,20
16049,20
16099,20
16149,20
16199,20
16249,20
16299,20
16349,20
16399,20
16449,21
16499,21
16549,21
16599,21
16649,21
16699,21
16749,21
16799,21
16849,21
16899,21
16949,21
16999,21
17049,21
17099,21
17149,21
17199,22
17249,22
17299,22
17349,22
17399,22
17449,22
17499,22
17549,22
17599,22
17649,22
17699,22
17749,22
17799,22
17849,22
17899,22
17949,22
17999,23
18049,23
18099,23
18149,23
18199,23
18249,23
18299,23
18349,23
18399,23
18449,23
18499,23
18549,23
18599,23
18649,23
18699,23
18749,24
18799,24
18849,24
18899,24
18949,24
18999,24
19049,24
19099,24
19149,24
19199,24
19249,24
19299,24
19349,24
19399,24
19449,24
19499,24
19524,24
19549,25
19599,25
19649,25
19699,25
19749,25
19799,25
19849,25
19899,25
19949,25
19999,25
20049,25
20099,25
20149,25
20199,25
20249,25
20299,25
20349,26
20399,26
20449,26
20499,26
20549,26
20599,26
20649,26
20699,26
20749,26
20799,26
20849,26
20899,26
20949,26
20999,26
21049,26
21099,27
21149,27
21199,27
21249,27
21299,27
21349,27
21399,27
21449,27
21499,27
21549,27
21599,27
21649,27
21699,27
21749,27
21799,27
21849,27
21899,28
21949,28
21999,28
22049,28
22099,28
22149,28
22199,28
22249,28
22299,28
22349,28
22399,28
22449,28
22499,28
22549,28
22599,28
22649,29
22699,29
22749,29
22799,29
22849,29
22899,29
22949,29
22999,29
23049,29
23099,29
23149,29
23199,29
23249,29
23299,29
23349,29
23399,29
23429,29
23449,30
23499,30
23549,30
23599,30
23649,30
23699,30
23749,30
23799,30
23849,30
23899,30
23949,30
23999,30
24049,30
24099,30
24149,30
24199,30
24249,31
24299,31
24349,31
24399,31
24449,31
24499,31
24549,31
24599,31
24649,31
24699,31
24749,31
24799,31
24849,31
24899,31
24949,31
24999,32
25049,32
25099,32
25149,32
25199,32
25249,32
25299,32
25349,32
25399,32
25449,32
25499,32
25549,32
25599,32
25649,32
25699,32
25749,32
25799,33
25849,33
25899,33
25949,33
25999,33
26049,33
26099,33
