step,std_batch
49,0.9918859601020813
99,0.97709721326828
149,0.9625087976455688
199,0.9481427669525146
249,0.9339802265167236
299,0.9200361967086792
349,0.906299352645874
399,0.8927711248397827
449,0.8794548511505127
499,0.8663393259048462
549,0.8534142971038818
599,0.8406848311424255
649,0.8281433582305908
699,0.8157896399497986
749,0.8036229014396667
799,0.7916483879089355
849,0.7798739671707153
899,0.7682764530181885
949,0.7568459510803223
999,0.7455899119377136
1049,0.7345010042190552
1099,0.7235754728317261
1149,0.7128152847290039
1199,0.7022425532341003
1249,0.6918452978134155
1299,0.6816096305847168
1349,0.6715176701545715
1399,0.6615808606147766
1449,0.6517813801765442
1499,0.6421430706977844
1549,0.6326371431350708
1599,0.6233209371566772
1649,0.6141573786735535
1699,0.6051290035247803
1749,0.5962334871292114
1799,0.5874679684638977
1849,0.5788273215293884
1899,0.5703181028366089
1949,0.561923086643219
1999,0.5537391901016235
2049,0.545661211013794
2099,0.5377063751220703
2149,0.5298786163330078
2199,0.5221468210220337
2249,0.5145474672317505
2299,0.5070489048957825
2349,0.4996756315231323
2399,0.4924764335155487
2449,0.48537856340408325
2499,0.4783845543861389
2549,0.4714886546134949
2599,0.4646931290626526
2649,0.4579923748970032
2699,0.45139557123184204
2749,0.4449155926704407
2799,0.4385806918144226
2849,0.4323423504829407
2899,0.42618751525878906
2949,0.4201298952102661
2999,0.4141431450843811
3049,0.40825071930885315
3099,0.4024431109428406
3149,0.3967554569244385
3199,0.39119744300842285
3249,0.3857017159461975
3299,0.3802924156188965
3349,0.37496256828308105
3399,0.3696964383125305
3449,0.3645085096359253
3499,0.3593861162662506
3549,0.35440754890441895
3599,0.3495294451713562
3649,0.344709575176239
3699,0.3399602174758911
3749,0.33528679609298706
3799,0.3306489884853363
3849,0.32608741521835327
3899,0.32159900665283203
3949,0.31724756956100464
3999,0.3129633665084839
4049,0.3087175190448761
4099,0.3045429587364197
4149,0.3004228472709656
4199,0.29634106159210205
4249,0.2923283278942108
4299,0.28839045763015747
4349,0.28457164764404297
4399,0.2807827591896057
4449,0.2770867347717285
4499,0.27343448996543884
4549,0.2698129713535309
4599,0.26621443033218384
4649,0.26269400119781494
4699,0.25925102829933167
4749,0.25588667392730713
4799,0.2525818943977356
4849,0.24930033087730408
4899,0.24605728685855865
4949,0.24287955462932587
4999,0.23973459005355835
5049,0.23664973676204681
5099,0.23362302780151367
5149,0.23067721724510193
5199,0.22776728868484497
5249,0.22488728165626526
5299,0.22205708920955658
5349,0.21924853324890137
5399,0.2164820432662964
5449,0.21375645697116852
5499,0.21110950410366058
5549,0.20850718021392822
5599,0.2059686928987503
5649,0.20342853665351868
5699,0.20093116164207458
5749,0.19847224652767181
5799,0.19603231549263
5849,0.19361132383346558
5899,0.19131648540496826
5949,0.18903040885925293
5999,0.18676955997943878
6049,0.1845455914735794
6099,0.18233901262283325
6149,0.18018102645874023
6199,0.17802277207374573
6249,0.17591938376426697
6299,0.17389176785945892
6349,0.17187762260437012
6399,0.16989266872406006
6449,0.16794097423553467
6499,0.16600218415260315
6549,0.1640813946723938
6599,0.1621883660554886
6649,0.16033124923706055
6699,0.15853719413280487
6749,0.1567852944135666
6799,0.15503409504890442
6849,0.15329855680465698
6899,0.15160489082336426
6949,0.14990338683128357
6999,0.14824345707893372
7049,0.14662449061870575
7099,0.14505991339683533
7149,0.143499955534935
7199,0.14194899797439575
7249,0.1404207944869995
7299,0.13891610503196716
7349,0.13743622601032257
7399,0.13595834374427795
7449,0.13454481959342957
7499,0.13315463066101074
7549,0.13177986443042755
7599,0.1304198056459427
7649,0.1290746033191681
7699,0.12771666049957275
