step,std_view_emb
49,0.3464854657649994
99,0.2784600257873535
149,0.2426014542579651
199,0.15871304273605347
249,0.2659308612346649
299,0.1725480854511261
349,0.26275426149368286
399,0.19981613755226135
449,0.2020072638988495
499,0.25166407227516174
549,0.22718846797943115
599,0.31255489587783813
649,0.20930518209934235
699,0.28125855326652527
749,0.24766559898853302
799,0.29507458209991455
849,0.24773788452148438
899,0.20230944454669952
949,0.20654092729091644
999,0.22856268286705017
1049,0.19013920426368713
1099,0.2334595024585724
1149,0.2385486662387848
1199,0.2093314230442047
1249,0.24384687840938568
1299,0.21322061121463776
1349,0.2230290323495865
1399,0.19923646748065948
1449,0.22961758077144623
1499,0.21264603734016418
1549,0.20166073739528656
1599,0.2310950607061386
1649,0.1840720921754837
1699,0.15810365974903107
1749,0.20267072319984436
1799,0.18560250103473663
1849,0.21236099302768707
1899,0.21031126379966736
1949,0.17673315107822418
1999,0.18940769135951996
2049,0.2003227025270462
2099,0.17500294744968414
2149,0.18435904383659363
2199,0.18778672814369202
2249,0.17173050343990326
2299,0.16438058018684387
2349,0.16688376665115356
2399,0.1591084599494934
2449,0.1576399803161621
2499,0.15970343351364136
2549,0.16980120539665222
2599,0.12276901304721832
2649,0.12339680641889572
2699,0.14280781149864197
2749,0.14809150993824005
2799,0.14358723163604736
2849,0.15133611857891083
2899,0.14785365760326385
2949,0.1309007704257965
2999,0.1361512392759323
3049,0.12447307258844376
3099,0.14224840700626373
3149,0.1392788589000702
3199,0.12390588223934174
3249,0.12129586935043335
3299,0.1144714206457138
3349,0.1311386525630951
3399,0.11206758767366409
3449,0.11205355077981949
3499,0.11521849036216736
3549,0.11277228593826294
3599,0.10704237222671509
3649,0.10936698317527771
3699,0.11884579807519913
3749,0.1012532114982605
3799,0.09943084418773651
3849,0.09845566004514694
3899,0.09845436364412308
3949,0.09709478914737701
3999,0.09426133334636688
4049,0.0937865823507309
4099,0.09445347636938095
4149,0.08895336836576462
4199,0.08270346373319626
4249,0.07909855991601944
4299,0.09170007705688477
4349,0.0872059091925621
4399,0.08266136795282364
4449,0.08076541125774384
4499,0.0746125727891922
4549,0.08165174722671509
4599,0.08130831271409988
4649,0.07595030963420868
4699,0.06864868849515915
4749,0.07072966545820236
4799,0.07626545429229736
4849,0.073179692029953
4899,0.07089248299598694
4949,0.06735661625862122
4999,0.06476894021034241
5049,0.07012560963630676
5099,0.06911863386631012
5149,0.06748251616954803
5199,0.06478823721408844
5249,0.06223641335964203
5299,0.06900768727064133
5349,0.07045430690050125
5399,0.0558679923415184
5449,0.06305637210607529
5499,0.057681288570165634
5549,0.056624140590429306
5599,0.054368436336517334
5649,0.055270690470933914
5699,0.052490778267383575
5749,0.055078744888305664
5799,0.053812310099601746
5849,0.053330086171627045
5899,0.05488476902246475
5949,0.053700126707553864
5999,0.04906845837831497
6049,0.04989296942949295
6099,0.051452185958623886
6149,0.05271219089627266
6199,0.052084676921367645
6249,0.0479217991232872
6299,0.04761833697557449
6349,0.046994663774967194
6399,0.04572524502873421
6449,0.04474775493144989
6499,0.04444260522723198
6549,0.041727401316165924
6599,0.045622944831848145
6649,0.042552199214696884
6699,0.04462432116270065
6749,0.040597010403871536
6799,0.04305180534720421
6849,0.043138571083545685
6899,0.03998500481247902
