step,view_variance
49,0.5043846964836121
99,0.3824210464954376
149,0.4489608705043793
199,0.3007587194442749
249,0.3102869689464569
299,0.2523764967918396
349,0.25845861434936523
399,0.12422703951597214
449,0.1884612888097763
499,0.1426207274198532
549,0.1181696429848671
599,0.10442055016756058
649,0.09636012464761734
699,0.10876771062612534
749,0.09156565368175507
799,0.10949748009443283
849,0.0993715226650238
899,0.06825187057256699
949,0.08416150510311127
999,0.08344626426696777
1049,0.0608486570417881
1099,0.062097739428281784
1149,0.058097582310438156
1199,0.04826616123318672
1249,0.051503196358680725
1299,0.0541931614279747
1349,0.037177227437496185
1399,0.0510127916932106
1449,0.02920266054570675
1499,0.03332645818591118
1549,0.02736181952059269
1599,0.03465165197849274
1649,0.025866342708468437
1699,0.029597336426377296
1749,0.03260514512658119
1799,0.02880764752626419
1849,0.025087988004088402
1899,0.02546488121151924
1949,0.026813305914402008
1999,0.020750928670167923
2049,0.019733572378754616
2099,0.022124292328953743
2149,0.021035706624388695
2199,0.020288489758968353
2249,0.022720949724316597
2299,0.025857409462332726
2349,0.023676590994000435
2399,0.02088831178843975
