step,train_loss
49,-0.6181838512420654
99,-0.7065575122833252
149,-0.7152186632156372
199,-0.7401329278945923
249,-0.8280276656150818
299,-0.7605037689208984
349,-0.7802378535270691
399,-0.8033538460731506
449,-0.776235818862915
499,-0.7641618847846985
549,-0.7526224255561829
599,-0.7903556823730469
649,-0.7368913888931274
699,-0.7164671421051025
749,-0.7392010688781738
799,-0.7268997430801392
849,-0.745355486869812
899,-0.697342038154602
949,-0.7575986385345459
999,-0.7344298362731934
1049,-0.7526445388793945
1099,-0.7505282163619995
1149,-0.7233007550239563
1199,-0.7461349964141846
1249,-0.7442410588264465
1299,-0.758935809135437
1349,-0.7265706062316895
1399,-0.7403020262718201
1449,-0.7737769484519958
1499,-0.7199771404266357
1549,-0.7343286275863647
1599,-0.7117066383361816
1649,-0.7298697233200073
1699,-0.7466386556625366
1749,-0.740496039390564
1799,-0.7743176221847534
1849,-0.7413114905357361
1899,-0.7410147190093994
1949,-0.7191485166549683
1999,-0.7565493583679199
2049,-0.7115145921707153
2099,-0.7566385865211487
2149,-0.7525150775909424
2199,-0.7987923622131348
2249,-0.7444030046463013
2299,-0.7483260631561279
2349,-0.7831788659095764
2399,-0.7228671312332153
2449,-0.7583000063896179
2499,-0.7300414443016052
2549,-0.7431439757347107
2599,-0.7117034196853638
2649,-0.7087981700897217
2699,-0.7282275557518005
2749,-0.7252850532531738
2799,-0.7516487240791321
2849,-0.7453651428222656
2899,-0.7207400798797607
2949,-0.7452697157859802
2999,-0.7885050773620605
3049,-0.8071748614311218
3099,-0.7554033398628235
3149,-0.8125476837158203
3199,-0.8017182350158691
3249,-0.751831591129303
3299,-0.7576799988746643
3349,-0.7904866933822632
3399,-0.7697661519050598
3449,-0.7538282871246338
3499,-0.7693510055541992
3549,-0.7581515312194824
3599,-0.7915475368499756
3649,-0.7989087700843811
3699,-0.7314408421516418
3749,-0.7636182904243469
3799,-0.7993038892745972
3849,-0.7415566444396973
3899,-0.775831401348114
3949,-0.785506546497345
3999,-0.7899179458618164
4049,-0.7987700700759888
4099,-0.7686257362365723
4149,-0.81382155418396
4199,-0.8059095144271851
4249,-0.7712646126747131
4299,-0.7879800796508789
4349,-0.7900382280349731
4399,-0.7837154865264893
4449,-0.7740564942359924
4499,-0.797836184501648
4549,-0.7653580904006958
4599,-0.8181277513504028
4649,-0.8096210956573486
4699,-0.8214275240898132
4749,-0.7793328762054443
4799,-0.8350299596786499
4849,-0.8030107617378235
4899,-0.7936577200889587
4949,-0.7680453658103943
4999,-0.7922136783599854
5049,-0.7878857851028442
