step,kNN_accuracy
214,45.703125
429,46.09375
644,47.65625
859,49.609375
1074,49.609375
1289,48.046875
1504,49.609375
1719,48.828125
1934,48.046875
2149,50.0
2364,49.21875
2579,49.609375
2794,50.0
3009,51.171875
3224,51.5625
3439,52.34375
3654,51.5625
3869,50.390625
4084,51.171875
4299,50.390625
