step,view_variance
49,1.4174304008483887
99,1.2755450010299683
149,1.1716588735580444
199,1.158594012260437
249,1.0885576009750366
299,1.1412947177886963
349,0.797020673751831
399,0.8042446374893188
449,0.9648566246032715
499,0.9637521505355835
549,0.8762684464454651
599,0.8574504256248474
649,1.0744417905807495
699,0.8880740404129028
749,0.9017442464828491
799,0.6565731763839722
849,0.9649264812469482
899,0.8391430377960205
949,0.871210515499115
999,0.9042499661445618
1049,0.8760530352592468
1099,0.8728114366531372
1149,0.9090364575386047
1199,0.7507161498069763
1249,0.7492387294769287
1299,0.7079343795776367
1349,0.6491438746452332
1399,0.8066601157188416
1449,0.7212982773780823
1499,0.6588091254234314
1549,0.7598973512649536
1599,0.6102976202964783
1649,0.8336033821105957
1699,0.8578030467033386
1749,0.85264652967453
1799,0.8970810174942017
1849,0.9323427677154541
1899,0.5827521681785583
1949,0.8002145886421204
1999,0.7609965205192566
2049,1.0924702882766724
2099,0.7693628668785095
2149,1.0509859323501587
2199,0.8480264544487
2249,0.7587680220603943
2299,0.9562416672706604
2349,0.7225556373596191
2399,0.8334704041481018
2449,0.5936805009841919
2499,0.8504326939582825
2549,0.6614367961883545
2599,0.8377915024757385
2649,0.6630170941352844
2699,0.5154132843017578
2749,0.6814701557159424
2799,0.7080623507499695
2849,0.6584785580635071
2899,0.7852045893669128
2949,0.6585801839828491
2999,0.6527153253555298
3049,0.5575788021087646
3099,0.8347232341766357
3149,0.7456574440002441
3199,0.7477672100067139
3249,0.6378908753395081
3299,0.510522723197937
3349,0.721798300743103
3399,0.7364343404769897
3449,0.7683911323547363
3499,0.7996236085891724
3549,0.7032707333564758
3599,0.7814196944236755
3649,0.7116190195083618
3699,0.7251469492912292
3749,0.5068742036819458
3799,0.7552487254142761
3849,0.4862196743488312
3899,0.6807711720466614
3949,0.48431211709976196
3999,0.7380797863006592
4049,0.587374746799469
4099,0.718207836151123
4149,0.7193678617477417
4199,0.7529358267784119
4249,0.5303502678871155
4299,0.6162169575691223
4349,0.6662440896034241
4399,0.42594489455223083
4449,0.7256352305412292
4499,0.5258068442344666
4549,0.5367605686187744
4599,0.629211962223053
4649,0.7831658124923706
4699,0.6955077648162842
4749,0.6346525549888611
4799,0.42801305651664734
4849,0.5170166492462158
4899,0.6351796984672546
4949,0.4924430251121521
4999,0.47376900911331177
5049,0.5334442853927612
5099,0.6190801858901978
5149,0.527927577495575
5199,0.5021997094154358
5249,0.5990608930587769
5299,0.6347876787185669
5349,0.5150009393692017
5399,0.5331862568855286
5449,0.5631335973739624
5499,0.5633745789527893
5549,0.5452039241790771
5599,0.507842481136322
5649,0.6070438623428345
5699,0.5614749193191528
5749,0.6929694414138794
5799,0.5100402235984802
5849,0.47220486402511597
5899,0.6071058511734009
5949,0.49693119525909424
5999,0.45968422293663025
6049,0.4936400055885315
6099,0.47119051218032837
6149,0.5464575886726379
6199,0.45970243215560913
6249,0.4969717562198639
6299,0.5584981441497803
6349,0.6983245015144348
6399,0.6095879673957825
6449,0.6415820717811584
6499,0.7178989052772522
6549,0.3435695469379425
6599,0.5074139833450317
6649,0.5169364213943481
6699,0.512233316898346
6749,0.39113783836364746
6799,0.47815850377082825
6849,0.4572203457355499
6899,0.426822692155838
6949,0.35049566626548767
6999,0.5863662958145142
7049,0.5717035531997681
7099,0.5985487699508667
7149,0.4578179717063904
7199,0.4984710216522217
7249,0.4378434419631958
7299,0.5306677222251892
7349,0.3529641926288605
7399,0.5800827145576477
7449,0.5353385210037231
7499,0.6014713644981384
7549,0.38830336928367615
7599,0.4721568524837494
7649,0.4062923491001129
7699,0.563584566116333
7749,0.4581400752067566
7799,0.45568305253982544
7849,0.44222986698150635
7899,0.3775220513343811
7949,0.5317963361740112
7999,0.4559918940067291
8049,0.4712762236595154
8099,0.518273651599884
8149,0.5740151405334473
8199,0.5171459913253784
8249,0.4373871088027954
8299,0.5829704999923706
8349,0.5443366169929504
8399,0.45539435744285583
8449,0.5295935869216919
8499,0.4831590950489044
8549,0.5227345824241638
8599,0.4037594795227051
8649,0.5110875964164734
8699,0.3541243076324463
8749,0.4832971692085266
8799,0.4027748107910156
8849,0.39173030853271484
8899,0.3459070026874542
8949,0.4061945676803589
8999,0.33418574929237366
9049,0.40695443749427795
9099,0.3100714683532715
9149,0.33615678548812866
9199,0.36156460642814636
9249,0.4054315984249115
9299,0.4333418309688568
9349,0.4502272307872772
9399,0.2862996459007263
9449,0.29506608843803406
9499,0.3152812421321869
9549,0.3477979004383087
9599,0.47310328483581543
9649,0.356314092874527
9699,0.3609199523925781
9749,0.40972229838371277
9799,0.310293585062027
9849,0.39100632071495056
9899,0.47811615467071533
9949,0.3483338952064514
9999,0.5038248896598816
10049,0.28435003757476807
10099,0.4189368784427643
10149,0.3479972183704376
10199,0.26881641149520874
10249,0.35228973627090454
10299,0.4232417047023773
10349,0.30653318762779236
10399,0.49930912256240845
10449,0.30386099219322205
10499,0.4314594566822052
10549,0.37396857142448425
10599,0.3398682475090027
10649,0.3530977964401245
10699,0.4730144739151001
10749,0.3741284906864166
10799,0.3457597494125366
10849,0.28162682056427
10899,0.3206239938735962
10949,0.3041408061981201
10999,0.36871403455734253
11049,0.2927849590778351
11099,0.34052661061286926
11149,0.35671374201774597
11199,0.2503235936164856
11249,0.2685794234275818
11299,0.42731034755706787
11349,0.304843544960022
11399,0.26131322979927063
11449,0.2877464294433594
11499,0.24306610226631165
11549,0.37924090027809143
11599,0.34335950016975403
11649,0.4074062705039978
11699,0.24716797471046448
11749,0.31285855174064636
11799,0.28535333275794983
11849,0.27766337990760803
11899,0.3317682445049286
11949,0.26395729184150696
11999,0.39144349098205566
12049,0.45548489689826965
12099,0.31557631492614746
12149,0.26913121342658997
12199,0.42033323645591736
12249,0.2990153729915619
12299,0.4326401352882385
12349,0.22596357762813568
12399,0.41269251704216003
12449,0.39490002393722534
12499,0.34003475308418274
12549,0.3359230160713196
12599,0.3231252431869507
12649,0.23760733008384705
12699,0.330594927072525
12749,0.22796031832695007
12799,0.4093061089515686
12849,0.2576766312122345
12899,0.21829956769943237
12949,0.3081890940666199
12999,0.4250114858150482
13049,0.2825848460197449
13099,0.26433345675468445
13149,0.25787004828453064
13199,0.3361652195453644
13249,0.2317345142364502
13299,0.2284151315689087
13349,0.29579871892929077
13399,0.33042818307876587
13449,0.25921690464019775
13499,0.2838704288005829
13549,0.35523125529289246
13599,0.2601122260093689
13649,0.2335067093372345
13699,0.2739757299423218
13749,0.32640817761421204
13799,0.34291213750839233
13849,0.24564136564731598
13899,0.34664708375930786
13949,0.2879405617713928
13999,0.37717288732528687
14049,0.27043616771698
14099,0.23824505507946014
14149,0.27012908458709717
14199,0.2741278111934662
14249,0.24610859155654907
14299,0.27821511030197144
14349,0.24155235290527344
14399,0.2423543930053711
14449,0.2275945544242859
14499,0.21829211711883545
14549,0.21964989602565765
14599,0.3845100402832031
14649,0.19329167902469635
14699,0.21535280346870422
14749,0.29124876856803894
14799,0.30723837018013
14849,0.3205729126930237
14899,0.2843201160430908
14949,0.26811501383781433
14999,0.19035588204860687
15049,0.3153854310512543
15099,0.2893739640712738
15149,0.26270100474357605
15199,0.23828481137752533
15249,0.25216472148895264
15299,0.23438210785388947
15349,0.251963347196579
15399,0.29182538390159607
15449,0.25867074728012085
15499,0.1995457112789154
15549,0.21446743607521057
15599,0.2847212851047516
15649,0.2608601748943329
15699,0.27597957849502563
15749,0.23053330183029175
15799,0.18932698667049408
15849,0.2903946042060852
15899,0.2859213650226593
15949,0.3224133849143982
15999,0.28179028630256653
16049,0.18622899055480957
16099,0.32613319158554077
16149,0.29429417848587036
16199,0.279774010181427
16249,0.20532801747322083
16299,0.19580663740634918
16349,0.2574317157268524
16399,0.1973218023777008
16449,0.2878980338573456
16499,0.3088743984699249
16549,0.2905578315258026
16599,0.18610861897468567
16649,0.24793726205825806
16699,0.19111624360084534
16749,0.23892652988433838
16799,0.2465561032295227
16849,0.23002099990844727
16899,0.25345563888549805
16949,0.16102086007595062
16999,0.21525666117668152
17049,0.2639172673225403
17099,0.261517733335495
17149,0.20864254236221313
17199,0.2201755940914154
17249,0.19951897859573364
17299,0.2545076906681061
17349,0.24189384281635284
17399,0.24550971388816833
17449,0.23541110754013062
17499,0.236292764544487
17549,0.20946866273880005
17599,0.22075946629047394
17649,0.26093047857284546
17699,0.2855042517185211
17749,0.23054181039333344
17799,0.16679419577121735
17849,0.2695876657962799
17899,0.20469523966312408
17949,0.14459699392318726
17999,0.3062856197357178
18049,0.14541707932949066
18099,0.2688230574131012
18149,0.13158312439918518
18199,0.23666638135910034
18249,0.17141853272914886
18299,0.17274482548236847
18349,0.18187014758586884
18399,0.24311281740665436
18449,0.21239814162254333
18499,0.16927571594715118
18549,0.2415887415409088
18599,0.21557286381721497
18649,0.22652862966060638
18699,0.1721123456954956
18749,0.24884958565235138
18799,0.2549945116043091
18849,0.22554299235343933
18899,0.1595732718706131
18949,0.16575852036476135
18999,0.20272719860076904
19049,0.18425951898097992
19099,0.16364973783493042
19149,0.21887736022472382
