step,epoch
49,0
99,0
149,0
199,0
249,0
299,0
349,0
399,0
449,0
499,0
549,0
599,0
649,0
699,0
749,0
799,0
849,0
899,0
949,0
999,0
1049,0
1099,0
1149,0
1199,0
1249,0
1299,0
1349,0
1399,0
1449,0
1499,0
1549,0
1599,1
1649,1
1699,1
1749,1
1799,1
1849,1
1899,1
1949,1
1999,1
2049,1
2099,1
2149,1
2199,1
2249,1
2299,1
2349,1
2399,1
2449,1
2499,1
2549,1
2599,1
2649,1
2699,1
2749,1
2799,1
2849,1
2899,1
2949,1
2999,1
3049,1
3099,1
3149,2
3199,2
3249,2
3299,2
3349,2
3399,2
3449,2
3499,2
3549,2
3599,2
3649,2
3699,2
3749,2
3799,2
3849,2
3899,2
3949,2
3999,2
4049,2
4099,2
4149,2
4199,2
4249,2
4299,2
4349,2
4399,2
4449,2
4499,2
4549,2
4599,2
4649,2
4699,3
4749,3
4799,3
4849,3
4899,3
4949,3
4999,3
5049,3
5099,3
5149,3
5199,3
5249,3
5299,3
5349,3
5399,3
5449,3
5499,3
5549,3
5599,3
5649,3
5699,3
5749,3
5799,3
5849,3
5899,3
5949,3
5999,3
6049,3
6099,3
6149,3
6199,3
6249,4
6299,4
6349,4
6399,4
6449,4
6499,4
6549,4
6599,4
6649,4
6699,4
6749,4
6799,4
6849,4
6899,4
6949,4
6999,4
7049,4
7099,4
7149,4
7199,4
7249,4
7299,4
7349,4
7399,4
7449,4
7499,4
7549,4
7599,4
7649,4
7699,4
7749,4
7799,4
7809,4
7849,5
7899,5
7949,5
7999,5
8049,5
8099,5
8149,5
8199,5
8249,5
8299,5
8349,5
8399,5
8449,5
8499,5
8549,5
8599,5
8649,5
8699,5
8749,5
8799,5
8849,5
8899,5
8949,5
8999,5
9049,5
9099,5
9149,5
9199,5
9249,5
9299,5
9349,5
9399,6
9449,6
9499,6
9549,6
9599,6
9649,6
9699,6
9749,6
9799,6
9849,6
9899,6
9949,6
9999,6
10049,6
10099,6
10149,6
10199,6
10249,6
10299,6
10349,6
10399,6
10449,6
10499,6
10549,6
10599,6
10649,6
10699,6
10749,6
10799,6
10849,6
10899,6
10949,7
10999,7
11049,7
11099,7
11149,7
11199,7
11249,7
11299,7
11349,7
11399,7
11449,7
11499,7
11549,7
11599,7
11649,7
11699,7
11749,7
11799,7
11849,7
11899,7
11949,7
11999,7
12049,7
12099,7
12149,7
12199,7
12249,7
12299,7
12349,7
12399,7
12449,7
12499,8
12549,8
12599,8
12649,8
12699,8
12749,8
12799,8
12849,8
12899,8
12949,8
12999,8
13049,8
13099,8
13149,8
13199,8
13249,8
13299,8
13349,8
13399,8
13449,8
13499,8
13549,8
13599,8
13649,8
13699,8
13749,8
13799,8
13849,8
13899,8
13949,8
13999,8
14049,8
14099,9
14149,9
14199,9
14249,9
14299,9
14349,9
14399,9
14449,9
14499,9
14549,9
14599,9
14649,9
14699,9
14749,9
14799,9
14849,9
14899,9
14949,9
14999,9
15049,9
15099,9
15149,9
15199,9
15249,9
15299,9
15349,9
15399,9
15449,9
15499,9
15549,9
15599,9
15619,9
15649,10
15699,10
15749,10
15799,10
15849,10
15899,10
15949,10
15999,10
16049,10
16099,10
16149,10
16199,10
16249,10
16299,10
16349,10
16399,10
16449,10
16499,10
16549,10
16599,10
16649,10
16699,10
16749,10
16799,10
16849,10
16899,10
16949,10
16999,10
17049,10
17099,10
17149,10
17199,11
17249,11
17299,11
17349,11
17399,11
17449,11
17499,11
17549,11
17599,11
17649,11
17699,11
17749,11
17799,11
17849,11
17899,11
17949,11
17999,11
18049,11
18099,11
18149,11
18199,11
18249,11
18299,11
18349,11
18399,11
18449,11
18499,11
18549,11
18599,11
18649,11
18699,11
18749,12
18799,12
18849,12
18899,12
18949,12
18999,12
19049,12
19099,12
19149,12
19199,12
19249,12
19299,12
19349,12
19399,12
19449,12
19499,12
19549,12
19599,12
19649,12
19699,12
19749,12
19799,12
19849,12
19899,12
19949,12
19999,12
20049,12
20099,12
20149,12
20199,12
20249,12
20299,12
20349,13
20399,13
20449,13
20499,13
20549,13
20599,13
20649,13
20699,13
20749,13
20799,13
20849,13
20899,13
20949,13
20999,13
21049,13
21099,13
21149,13
21199,13
21249,13
21299,13
21349,13
21399,13
21449,13
21499,13
21549,13
21599,13
21649,13
21699,13
21749,13
21799,13
21849,13
21899,14
21949,14
21999,14
22049,14
22099,14
22149,14
22199,14
22249,14
22299,14
22349,14
22399,14
22449,14
22499,14
22549,14
22599,14
22649,14
22699,14
22749,14
22799,14
22849,14
22899,14
22949,14
22999,14
23049,14
23099,14
23149,14
23199,14
23249,14
23299,14
23349,14
23399,14
23429,14
23449,15
23499,15
23549,15
23599,15
23649,15
23699,15
23749,15
23799,15
23849,15
23899,15
23949,15
23999,15
24049,15
24099,15
24149,15
24199,15
24249,15
24299,15
24349,15
24399,15
24449,15
24499,15
24549,15
24599,15
24649,15
24699,15
24749,15
24799,15
24849,15
24899,15
24949,15
24999,16
25049,16
25099,16
25149,16
25199,16
25249,16
25299,16
25349,16
25399,16
25449,16
25499,16
25549,16
25599,16
25649,16
25699,16
25749,16
25799,16
25849,16
25899,16
25949,16
25999,16
26049,16
26099,16
26149,16
26199,16
26249,16
