step,train_loss
49,-0.4176614284515381
99,-0.6609671711921692
149,-0.7717992067337036
199,-0.7180368304252625
249,-0.7698303461074829
299,-0.8228645324707031
349,-0.7915083169937134
399,-0.8137298822402954
449,-0.8127982020378113
499,-0.8439946174621582
549,-0.8374860882759094
599,-0.8554095029830933
649,-0.8367034196853638
699,-0.8757308721542358
749,-0.8371696472167969
799,-0.8265665769577026
849,-0.8372901678085327
899,-0.8634581565856934
949,-0.8476990461349487
999,-0.8472379446029663
1049,-0.8616076707839966
1099,-0.8252599239349365
1149,-0.8568775653839111
1199,-0.837070107460022
1249,-0.8470355868339539
1299,-0.8432260751724243
1349,-0.8722167015075684
1399,-0.8553193211555481
1449,-0.8625965118408203
1499,-0.8337171077728271
1549,-0.8397475481033325
1599,-0.7987773418426514
1649,-0.8121095895767212
1699,-0.8204157948493958
1749,-0.8515802025794983
1799,-0.8066165447235107
1849,-0.8534371256828308
1899,-0.872504711151123
1949,-0.8317980766296387
1999,-0.8800175189971924
2049,-0.8037909269332886
2099,-0.8671315312385559
2149,-0.8786052465438843
2199,-0.8318065404891968
2249,-0.8599225282669067
2299,-0.8658275604248047
2349,-0.8328075408935547
2399,-0.8403218984603882
2449,-0.8550300598144531
2499,-0.8411996960639954
2549,-0.8700639605522156
2599,-0.8238850831985474
2649,-0.8442649245262146
2699,-0.8240600824356079
2749,-0.8441677689552307
2799,-0.8333446979522705
2849,-0.8592893481254578
2899,-0.8243029117584229
2949,-0.8511699438095093
2999,-0.8705680966377258
3049,-0.8656135201454163
3099,-0.8781812787055969
3149,-0.8636623620986938
3199,-0.8562803268432617
3249,-0.8706154227256775
3299,-0.8902801871299744
3349,-0.8494073748588562
3399,-0.8619049191474915
3449,-0.8365167379379272
3499,-0.8748381733894348
3549,-0.8138903379440308
3599,-0.8430339097976685
3649,-0.8503742814064026
3699,-0.8701224327087402
3749,-0.8016661405563354
3799,-0.8017864227294922
3849,-0.8405742049217224
3899,-0.8811337947845459
3949,-0.8484091758728027
3999,-0.8178186416625977
4049,-0.8453570604324341
4099,-0.860132098197937
4149,-0.8824020624160767
4199,-0.8838412165641785
4249,-0.8737021684646606
4299,-0.8794947266578674
4349,-0.8466472625732422
4399,-0.8510245084762573
4449,-0.8486900925636292
4499,-0.8613195419311523
4549,-0.863688588142395
4599,-0.8431597352027893
4649,-0.8495701551437378
4699,-0.848066508769989
4749,-0.8450729846954346
4799,-0.8390147686004639
4849,-0.8744810223579407
4899,-0.8406697511672974
4949,-0.8550009727478027
4999,-0.8543492555618286
5049,-0.863593578338623
5099,-0.860506534576416
5149,-0.8510270118713379
5199,-0.8355478048324585
5249,-0.8579524755477905
5299,-0.8611549139022827
5349,-0.8693790435791016
5399,-0.8421452641487122
5449,-0.8821622133255005
5499,-0.8705423474311829
5549,-0.8465094566345215
5599,-0.8582565784454346
5649,-0.8745929598808289
5699,-0.850312352180481
5749,-0.8434104919433594
5799,-0.8424575328826904
5849,-0.8457554578781128
5899,-0.8466348052024841
5949,-0.8486358523368835
5999,-0.8677132725715637
6049,-0.8756709694862366
6099,-0.8368042707443237
6149,-0.8469207286834717
6199,-0.858093798160553
6249,-0.8562067747116089
6299,-0.8775511980056763
6349,-0.8853502869606018
6399,-0.8587501645088196
6449,-0.8462397456169128
6499,-0.8683426380157471
6549,-0.8548825979232788
6599,-0.8644894361495972
6649,-0.8604620695114136
6699,-0.8758867383003235
6749,-0.857142448425293
6799,-0.8497662544250488
6849,-0.8712652921676636
6899,-0.8487677574157715
6949,-0.8656120896339417
6999,-0.8529545068740845
7049,-0.8377128839492798
7099,-0.8433507680892944
7149,-0.8726071119308472
7199,-0.8753951787948608
7249,-0.8665282726287842
7299,-0.8786823749542236
7349,-0.8351818323135376
7399,-0.8351994752883911
7449,-0.8696454763412476
7499,-0.8767313957214355
7549,-0.8599454164505005
7599,-0.8536078929901123
7649,-0.8466271758079529
7699,-0.8387971520423889
7749,-0.8738237023353577
7799,-0.8736280202865601
7849,-0.8634958863258362
7899,-0.8814231157302856
7949,-0.8535346984863281
7999,-0.8591563105583191
8049,-0.853069543838501
8099,-0.8620215654373169
8149,-0.8676551580429077
8199,-0.8862217664718628
8249,-0.8739122152328491
8299,-0.8523285388946533
8349,-0.8480750322341919
8399,-0.8677232265472412
8449,-0.8698766827583313
8499,-0.8512892723083496
8549,-0.8497891426086426
8599,-0.8546432256698608
8649,-0.8794275522232056
8699,-0.8721928000450134
8749,-0.8562458753585815
8799,-0.8508313298225403
8849,-0.8625773191452026
8899,-0.8593728542327881
8949,-0.8528808355331421
8999,-0.8674023151397705
9049,-0.8751317858695984
9099,-0.8751717805862427
9149,-0.8627784252166748
9199,-0.8590649366378784
9249,-0.8336295485496521
9299,-0.838685929775238
9349,-0.8919517993927002
9399,-0.8735024929046631
9449,-0.8424220085144043
9499,-0.8565986156463623
9549,-0.8213586807250977
9599,-0.8770250082015991
9649,-0.8646830916404724
9699,-0.8543651103973389
9749,-0.8704801797866821
9799,-0.8714413642883301
9849,-0.8439466953277588
9899,-0.8287210464477539
9949,-0.850899875164032
9999,-0.88580721616745
10049,-0.8586196899414062
10099,-0.8876809477806091
10149,-0.8524940013885498
10199,-0.8544228076934814
