step,representation_std
9,0.5981009602546692
19,0.7833977937698364
29,0.8529602885246277
39,0.8672253489494324
49,0.8607774972915649
59,0.8499940633773804
69,0.8317022919654846
79,0.8153623342514038
89,0.7933977842330933
99,0.7828574776649475
109,0.7622343897819519
119,0.7387345433235168
129,0.7269228100776672
139,0.7049676179885864
149,0.6987128257751465
159,0.684660792350769
169,0.6790952086448669
179,0.6739975810050964
189,0.6578302979469299
199,0.6473092436790466
209,0.6381751894950867
219,0.6289311647415161
229,0.6292897462844849
239,0.6256557106971741
249,0.6199507713317871
259,0.6110932230949402
269,0.6011509299278259
279,0.5979395508766174
289,0.5901373624801636
299,0.5897026658058167
309,0.5827326774597168
319,0.5754084587097168
329,0.5708743929862976
339,0.5653396844863892
349,0.5659412145614624
359,0.5639268755912781
369,0.5562460422515869
379,0.5532803535461426
389,0.5533991456031799
399,0.5499607920646667
409,0.5519422888755798
419,0.54386305809021
429,0.5486476421356201
439,0.5373215675354004
449,0.533758282661438
459,0.5315043926239014
469,0.5383045077323914
479,0.5320346355438232
489,0.5301064848899841
499,0.5234342217445374
509,0.5277757048606873
519,0.5289296507835388
529,0.5174511075019836
539,0.522843599319458
549,0.5200803875923157
559,0.5212987661361694
569,0.5159348845481873
579,0.5153439044952393
589,0.5117127895355225
599,0.5105105042457581
609,0.5091268420219421
619,0.5065723657608032
629,0.5091219544410706
639,0.5066990256309509
649,0.49938055872917175
659,0.5129188299179077
669,0.504494845867157
679,0.5088071823120117
689,0.506540060043335
699,0.5167848467826843
709,0.5089399218559265
719,0.5145293474197388
729,0.5165691375732422
739,0.5219516158103943
749,0.5135115385055542
759,0.5087122917175293
769,0.5074137449264526
779,0.5105583667755127
789,0.5059683918952942
799,0.5060886740684509
809,0.5125977396965027
819,0.5056695342063904
829,0.5020943284034729
839,0.5102732181549072
849,0.5113539695739746
859,0.5101034045219421
869,0.5107123851776123
879,0.5016767978668213
889,0.5027186274528503
899,0.4986524283885956
909,0.496639609336853
919,0.48714298009872437
929,0.4933086037635803
939,0.4978950321674347
949,0.49090299010276794
959,0.49003317952156067
969,0.4901925325393677
979,0.4949904978275299
989,0.49368715286254883
999,0.4912363588809967
1009,0.4920059144496918
1019,0.4990253746509552
1029,0.49732786417007446
1039,0.4988020360469818
1049,0.505189061164856
1059,0.49022191762924194
1069,0.49485957622528076
1079,0.4946104884147644
1089,0.491353839635849
1099,0.5024507641792297
1109,0.4927549362182617
1119,0.49817490577697754
1129,0.49649643898010254
1139,0.49296805262565613
1149,0.4884742796421051
1159,0.4864964485168457
1169,0.48628538846969604
1179,0.4820811152458191
1189,0.4846080541610718
1199,0.4857380986213684
1209,0.48320451378822327
1219,0.48275306820869446
1229,0.4960632026195526
1239,0.49086761474609375
1249,0.49134954810142517
1259,0.48875486850738525
1269,0.4687034785747528
1279,0.483381062746048
1289,0.480970174074173
1299,0.46580618619918823
1309,0.4753844738006592
1319,0.47880351543426514
1329,0.4808924198150635
1339,0.47640708088874817
1349,0.4743868410587311
1359,0.47844961285591125
1369,0.4750939607620239
1379,0.47987744212150574
1389,0.4826250970363617
1399,0.47901269793510437
1409,0.488393634557724
1419,0.48406606912612915
1429,0.4853489398956299
1439,0.47859543561935425
1449,0.4852328300476074
1459,0.4842492938041687
1469,0.4853626489639282
1479,0.4737730622291565
1489,0.48046958446502686
1499,0.47358784079551697
1509,0.4770289659500122
1519,0.48491594195365906
1529,0.4749481678009033
1539,0.48585838079452515
1549,0.4816511869430542
1559,0.4831736087799072
1569,0.47485464811325073
1579,0.473913311958313
1589,0.48236656188964844
1599,0.4828443229198456
1609,0.4754733443260193
1619,0.4793352782726288
1629,0.47480589151382446
1639,0.4710919260978699
1649,0.47748634219169617
1659,0.4720802903175354
1669,0.46896228194236755
1679,0.46199557185173035
1689,0.479694664478302
1699,0.46700552105903625
1709,0.47308266162872314
1719,0.46949058771133423
1729,0.469633013010025
1739,0.466482937335968
1749,0.4712996482849121
1759,0.46503904461860657
1769,0.4788740575313568
1779,0.47331491112709045
1789,0.4727189242839813
1799,0.4756312370300293
1809,0.4697973430156708
1819,0.47140276432037354
1829,0.4769185781478882
1839,0.469695508480072
1849,0.4645525813102722
1859,0.4773141145706177
1869,0.4540542960166931
1879,0.469247430562973
1889,0.4664551913738251
1899,0.4583122730255127
1909,0.47136250138282776
1919,0.4580419361591339
1929,0.47083529829978943
1939,0.4719844162464142
1949,0.4582454562187195
1959,0.4590056240558624
1969,0.4755200743675232
1979,0.4649859070777893
1989,0.46427246928215027
1999,0.4665452241897583
2009,0.46949630975723267
2019,0.4580440819263458
2029,0.4630122482776642
2039,0.45407432317733765
2049,0.46456149220466614
2059,0.46920350193977356
2069,0.46707987785339355
2079,0.46062174439430237
2089,0.4528975486755371
2099,0.4600388705730438
