step,kNN_accuracy
1949,43.055694580078125
3899,47.66523361206055
5849,51.95480728149414
7799,56.13438415527344
9749,60.903907775878906
11699,65.14348602294922
13649,68.44315338134766
15599,69.90300750732422
17549,71.37286376953125
