step,Cov_batch_ik_10
49,0.37396568059921265
99,0.30301928520202637
149,0.19856786727905273
199,0.20563510060310364
249,0.18950426578521729
299,0.14089751243591309
349,0.10561858117580414
399,0.08438471704721451
449,0.0733683705329895
499,0.06874427199363708
549,0.06378927826881409
599,0.0575789138674736
649,0.050106942653656006
699,0.0460578054189682
749,0.039275966584682465
799,0.034047432243824005
849,0.0313224121928215
899,0.02731241285800934
949,0.024442333728075027
999,0.02223386988043785
1049,0.02074975147843361
1099,0.018342655152082443
1149,0.015974126756191254
1199,0.015352873131632805
1249,0.013622581958770752
1299,0.012205625884234905
1349,0.010831339284777641
1399,0.00973803736269474
1449,0.008794814348220825
1499,0.008209938183426857
1549,0.007539600133895874
1599,0.006644954904913902
1649,0.006010591518133879
1699,0.0056230779737234116
1749,0.005054103210568428
1799,0.004449519328773022
1849,0.004032623954117298
1899,0.003645053133368492
1949,0.00332221994176507
1999,0.002927064662799239
2049,0.002748720347881317
2099,0.002550909761339426
2149,0.0021543148905038834
2199,0.002001906279474497
2249,0.0018313841428607702
2299,0.0017317000310868025
2349,0.0015702883247286081
2399,0.001370610436424613
2449,0.0012650692369788885
2499,0.0011590144131332636
2549,0.0010704495944082737
2599,0.001006465987302363
2649,0.0009076938731595874
2699,0.000833537254948169
2749,0.0007708122138865292
2799,0.0007363642798736691
2849,0.0006577129242941737
2899,0.0005981909343972802
2949,0.0005612802924588323
2999,0.0005170396761968732
3049,0.00046374346129596233
3099,0.0004405293439049274
3149,0.0004127792490180582
3199,0.0003901159798260778
3249,0.00037413573591038585
3299,0.0003427400370128453
3349,0.0003051994717679918
3399,0.00030297908233478665
3449,0.00028975860914215446
3499,0.0002700556069612503
3549,0.00024208950344473124
3599,0.0002342123189009726
3649,0.00021618229220621288
3699,0.0002059096732409671
3749,0.0001951075973920524
3799,0.00018555542919784784
3849,0.00018207365064881742
3899,0.00016491702990606427
3949,0.0001619543181732297
3999,0.00014398762141354382
4049,0.00014135724632069468
4099,0.0001436997263226658
4149,0.00013149937149137259
4199,0.00012347870506346226
4249,0.00011597108095884323
4299,0.0001092156016966328
4349,0.00010217125236522406
4399,9.781659173313528e-05
4449,9.76716328295879e-05
4499,8.865421114023775e-05
4549,8.859990339260548e-05
4599,7.741081935819238e-05
4649,8.161038567777723e-05
4699,7.995318446774036e-05
4749,7.335982809308916e-05
4799,6.569214747287333e-05
4849,6.595614831894636e-05
4899,6.274192128330469e-05
4949,6.182248762343079e-05
4999,5.650007369695231e-05
5049,5.674269050359726e-05
5099,5.781153595307842e-05
5149,5.337468610377982e-05
5199,5.294851871440187e-05
5249,4.91293212689925e-05
5299,4.929054557578638e-05
5349,4.496298060985282e-05
5399,4.385499778436497e-05
5449,4.249338962836191e-05
5499,4.1890700231306255e-05
5549,4.039415216539055e-05
5599,3.954432759201154e-05
5649,3.8617392419837415e-05
5699,3.6333458410808817e-05
5749,3.5699027648661286e-05
5799,3.440876753302291e-05
5849,3.486211790004745e-05
5899,3.176913014613092e-05
5949,3.221385850338265e-05
5999,3.1482915801461786e-05
6049,3.16395380650647e-05
6099,2.876108010241296e-05
6149,2.8677393856924027e-05
6199,2.7748916181735694e-05
6249,2.6158319087699056e-05
6299,2.5717476091813296e-05
6349,2.4885219318093732e-05
6399,2.499029869795777e-05
6449,2.344476706639398e-05
6499,2.3658019927097484e-05
6549,2.318549741175957e-05
6599,2.3363569198409095e-05
6649,2.2518157493323088e-05
6699,2.1491949155461043e-05
6749,2.0722100089187734e-05
6799,2.189345468650572e-05
6849,2.1813004423165694e-05
6899,2.1019912310293876e-05
6949,2.167325328628067e-05
6999,1.9420956959947944e-05
7049,1.9761439034482464e-05
7099,1.8920509319286793e-05
7149,1.948453427758068e-05
7199,1.905521276057698e-05
7249,1.9166192942066118e-05
7299,1.862709177657962e-05
7349,1.8338030713493936e-05
7399,1.8042441297438927e-05
7449,1.7530972399981692e-05
7499,1.7157610272988677e-05
7549,1.751278614392504e-05
7599,1.6618712834315374e-05
7649,1.7169639249914326e-05
7699,1.644699295866303e-05
7749,1.6815240087453276e-05
7799,1.601956319063902e-05
7849,1.5216794054140337e-05
7899,1.6061616406659596e-05
7949,1.5995461581042036e-05
7999,1.5846597307245247e-05
8049,1.631381564948242e-05
8099,1.5693873137934133e-05
8149,1.6550398868275806e-05
8199,1.5455208995263092e-05
8249,1.4640560948464554e-05
8299,1.5373623682535253e-05
8349,1.5337154763983563e-05
8399,1.4768706023460254e-05
8449,1.4921581168891862e-05
8499,1.4300443581305444e-05
8549,1.4681527318316512e-05
8599,1.4009107871970627e-05
8649,1.469427934353007e-05
8699,1.4841207303106785e-05
8749,1.4153744814393576e-05
8799,1.4511799236061051e-05
8849,1.4393748642760329e-05
8899,1.3722885341849178e-05
8949,1.4490229659713805e-05
8999,1.4814181668043602e-05
9049,1.501513452240033e-05
9099,1.4656780876975972e-05
9149,1.4058172382647172e-05
9199,1.4131844181974884e-05
9249,1.3983403732709121e-05
9299,1.4155160897644237e-05
9349,1.5216281099128537e-05
9399,1.4731467672390863e-05
9449,1.4424165783566423e-05
9499,1.4616840417147614e-05
9549,1.372959104628535e-05
9599,1.4405231013370212e-05
9649,1.4512364941765554e-05
9699,1.3346071682462934e-05
9749,1.414352300344035e-05
